CODGEO;Physiologique;Sécurité;Appartenance;Estime;Actualisation de soi;Cognitif
50279;0;0;0;0;0;0
50281;0;0;4;0;0;0
50282;0;0;4;0;0;0
50283;0;0;0;0;0;0
50285;0;67;0;0;0;0
50288;0;0;8;0;0;0
50289;0;0;4;0;0;0
50290;0;0;0;0;0;0
50291;0;0;0;0;0;0
50292;54;67;8;0;23;0
50294;54;67;0;0;23;0
50295;0;0;0;0;0;0
50296;0;0;0;0;0;35
50297;0;0;0;0;0;0
50298;0;0;0;0;0;0
50299;0;0;0;0;0;0
50300;0;0;0;0;0;0
50302;0;0;4;0;0;0
50304;0;0;0;0;0;0
50305;0;0;0;0;0;0
50310;0;0;0;0;0;0
50311;0;0;0;0;0;0
50312;0;0;0;0;0;0
50315;0;0;0;0;0;0
50317;0;0;0;0;0;0
50321;0;0;0;0;0;0
50324;0;0;0;0;0;0
50326;0;0;4;0;0;0
50327;0;0;0;0;0;0
50328;0;0;4;0;0;0
50332;0;0;0;0;0;0
50334;0;0;0;0;0;0
50335;0;0;0;0;0;35
50336;0;0;4;0;0;0
50338;0;0;0;0;0;0
50340;0;0;0;0;0;0
50341;0;134;0;5;46;35
50342;0;0;0;0;0;0
50345;0;0;0;0;0;35
50347;0;0;0;0;0;0
50349;54;67;8;0;23;35
50350;0;0;8;0;0;0
50351;0;0;0;0;0;0
50352;0;0;4;0;0;0
50353;0;0;0;0;0;70
50356;0;0;12;0;0;0
50357;0;0;0;0;0;0
50359;0;134;4;10;0;35
50360;0;0;0;0;0;0
50361;0;0;0;0;0;0
50362;0;0;0;0;0;0
50363;0;67;4;0;0;0
50364;0;0;0;0;0;0
50365;0;0;0;0;0;0
50368;0;0;0;0;23;0
50369;0;0;0;0;0;0
50370;0;0;4;0;0;0
50371;0;0;4;0;0;0
50372;0;67;0;0;0;0
50373;0;0;0;0;0;0
50374;0;0;0;0;0;0
50376;0;0;0;0;0;0
50378;0;0;4;0;0;0
50379;0;0;0;0;0;0
50382;0;0;0;0;0;0
50384;0;0;0;0;0;0
50387;0;0;4;0;0;0
50388;0;0;4;0;0;0
50389;0;0;4;0;0;0
50390;0;0;0;0;0;0
50391;0;67;4;0;0;0
50393;0;134;0;10;0;0
50394;0;67;0;15;0;0
50395;0;0;0;0;0;0
50397;0;0;4;0;0;0
50398;0;0;0;0;0;0
50399;0;0;0;0;0;0
50400;0;67;8;0;0;0
50401;0;0;0;0;0;0
50402;54;67;4;20;23;35
50403;0;0;4;0;0;0
50405;0;0;0;0;0;0
50407;54;0;0;5;0;0
50408;0;0;4;0;0;0
50409;0;0;8;0;0;35
50410;0;67;20;15;0;70
50411;0;0;8;0;0;0
50412;0;0;4;10;23;0
50413;0;0;0;0;0;0
50417;0;67;4;0;23;35
50419;0;0;12;0;0;0
50420;0;0;0;0;0;0
50421;0;0;0;0;0;0
50422;0;0;0;0;0;0
50423;0;0;0;0;0;0
50425;0;0;4;0;0;0
50426;0;0;0;0;0;0
50428;0;67;4;0;0;0
50429;0;0;4;0;0;0
50430;0;0;0;0;0;0
50431;0;0;4;0;0;0
50433;0;0;0;0;0;0
50435;0;0;0;0;0;0
50436;0;0;12;0;0;0
50437;0;0;4;0;0;0
50442;0;0;0;0;0;0
50443;0;0;0;0;0;0
50444;0;0;0;0;0;0
50445;0;0;0;0;0;0
50446;0;0;4;0;0;0
50447;0;0;0;5;0;0
50448;0;0;0;0;0;0
50450;0;0;4;0;0;0
50451;0;0;0;0;0;0
50452;0;0;0;0;0;0
50453;0;0;0;0;0;0
50454;0;0;0;0;0;0
50455;0;67;0;0;0;0
50456;0;0;4;0;0;0
50457;0;0;4;0;0;0
50461;0;0;0;0;0;0
50462;0;0;0;0;0;0
50463;0;0;4;0;0;0
50464;0;0;4;0;0;0
50467;0;0;4;0;0;0
50468;0;0;4;0;0;0
50469;0;0;0;0;0;0
50471;0;0;4;0;0;0
50472;0;0;0;0;0;0
50473;0;0;0;0;0;0
50474;0;0;0;0;0;35
50475;0;0;4;0;0;0
50476;0;0;0;0;0;0
50478;0;0;4;0;0;0
50479;0;0;0;0;0;0
50480;0;0;0;0;0;0
50481;54;0;4;0;0;0
50482;0;0;4;0;0;0
50483;0;0;8;0;0;0
50484;54;134;4;45;46;35
50486;0;0;0;0;0;0
50487;54;67;16;10;0;0
50488;54;0;4;0;0;0
50489;0;0;8;0;0;0
50490;0;0;4;0;0;0
50491;0;0;0;0;0;0
50492;0;0;4;0;0;0
50493;0;0;4;0;0;0
50495;0;0;0;0;0;0
50496;0;0;4;0;0;0
50498;0;0;4;0;0;0
50499;0;0;4;0;0;0
50500;0;0;0;0;0;0
50502;216;268;4;195;69;245
50504;0;0;0;0;0;0
50505;0;0;0;0;0;0
50506;0;0;4;0;0;0
50507;0;0;4;0;0;0
50509;0;67;0;0;0;0
50510;0;0;0;0;0;0
50511;0;0;0;0;0;0
50512;0;0;0;0;0;0
50513;0;0;4;0;0;0
50514;0;0;0;0;0;0
50517;0;0;0;0;0;0
50518;0;0;0;0;0;0
50519;0;0;0;0;0;0
50521;0;0;0;0;0;0
50522;0;0;0;0;0;0
50523;0;134;8;5;0;0
50525;0;0;4;0;0;0
50528;0;0;0;0;0;0
50529;0;0;0;0;0;0
50531;0;0;8;0;0;0
50532;0;134;4;10;0;0
50533;0;0;0;0;0;0
50535;0;0;0;0;0;0
50536;0;0;0;0;0;0
50537;0;0;0;0;0;0
50538;0;0;8;0;0;0
50539;0;67;4;5;0;35
50540;0;0;0;0;0;0
50541;0;0;0;0;0;0
50542;0;67;0;0;0;0
50543;0;0;0;0;0;0
50546;0;0;12;5;0;0
50548;0;0;0;0;0;0
50549;0;0;0;0;0;0
50550;54;67;4;0;0;0
50551;0;134;4;0;0;0
50552;0;0;0;0;0;0
50553;0;67;0;0;0;0
50554;0;0;0;0;0;0
50556;0;0;0;0;0;0
50562;0;67;4;35;46;70
50563;0;0;4;0;0;0
50564;0;0;8;0;0;0
50565;54;134;12;15;0;0
50567;0;0;0;0;0;0
50568;0;0;0;0;0;0
50569;0;0;0;0;0;0
50570;0;0;0;0;0;0
50571;0;0;0;0;0;0
50572;0;0;0;0;0;0
50574;0;0;0;0;0;0
50575;0;0;0;0;0;0
50576;0;0;0;0;23;0
50577;0;0;0;0;0;0
50578;0;0;0;0;0;0
50579;0;0;4;0;0;0
50580;0;0;0;0;0;0
50582;0;67;12;10;0;35
50584;0;0;4;0;0;0
50585;0;0;4;0;0;0
50587;0;0;0;0;0;0
50588;0;0;0;0;0;0
50589;0;0;0;0;0;0
50590;0;0;4;0;0;0
50591;0;134;4;0;0;0
50592;0;201;8;0;0;35
50593;0;0;4;0;0;0
50594;0;0;0;0;0;0
50596;0;0;0;0;0;0
50597;0;67;0;0;0;0
50598;0;0;0;0;0;0
50599;0;0;0;10;0;0
50601;0;67;4;15;46;35
50603;0;0;0;0;23;0
50604;0;0;0;0;23;0
50606;0;0;4;0;0;0
50607;0;0;0;0;23;0
50609;0;0;0;0;0;0
50610;0;0;0;0;0;0
50612;0;0;4;0;0;0
50613;0;0;4;0;0;0
50615;54;201;0;60;23;70
50616;0;0;0;5;23;0
50617;0;0;0;0;0;0
50618;0;0;0;0;0;0
50619;0;0;4;0;0;0
50621;0;0;0;0;0;0
50624;0;0;4;0;0;0
50626;0;0;0;0;0;0
50628;0;0;0;0;0;0
50629;0;0;4;0;0;0
50633;0;0;0;0;0;0
50634;0;0;0;0;0;0
50637;0;0;0;0;0;0
50639;0;67;8;55;0;35
50641;0;0;0;0;0;0
50643;0;0;4;0;0;0
50647;0;0;4;15;23;0
50648;0;0;4;0;0;0
51001;0;0;0;0;0;0
51002;0;67;0;0;0;0
51003;0;0;0;0;23;0
51004;0;0;0;0;0;0
51005;0;0;0;0;0;0
51006;0;0;0;0;0;0
51007;54;0;4;0;0;0
51008;0;0;0;0;0;0
51009;0;0;4;0;0;0
51010;0;0;0;0;0;0
51012;0;0;0;0;0;0
51013;0;0;0;0;0;0
51014;0;67;4;0;0;0
51015;0;0;0;0;0;0
51016;0;0;0;0;0;0
51017;0;0;4;0;0;0
51018;0;67;4;0;0;0
51019;0;0;0;0;0;0
51020;0;0;0;0;0;0
51022;0;0;0;0;0;0
51023;0;0;4;0;0;0
51025;0;0;12;0;0;0
51027;0;0;0;0;0;0
51028;0;67;4;0;0;0
51029;54;67;4;0;0;0
51030;54;134;4;0;0;35
51031;0;0;4;0;0;0
51032;0;0;4;0;0;0
51033;0;0;0;0;0;0
51034;0;0;0;0;0;0
51035;0;0;0;0;0;0
51036;0;0;4;0;0;0
51037;0;0;4;0;0;0
51038;0;0;0;0;0;0
51039;0;0;0;0;0;0
51040;0;0;0;0;0;0
51041;0;0;0;0;0;0
51042;0;0;4;0;0;0
51043;0;0;4;0;0;0
51044;0;0;4;5;0;0
51045;0;0;0;0;0;0
51046;0;0;0;0;0;0
51047;0;0;0;0;0;0
51048;0;0;0;0;0;0
51049;0;0;0;0;0;0
51050;0;0;0;0;0;0
51051;0;0;0;0;0;0
51052;0;0;0;0;0;0
51053;0;0;0;0;0;0
51054;0;0;4;0;0;0
51055;108;67;4;0;0;0
51056;0;0;4;0;0;0
51057;0;0;0;0;0;0
51058;108;134;8;5;23;175
51059;0;0;0;0;0;0
51060;0;0;0;0;0;0
51061;0;0;0;0;0;0
51062;0;0;0;0;0;0
51063;0;0;4;0;0;0
51065;0;0;0;0;0;0
51066;0;0;0;0;0;0
51068;0;0;0;0;0;0
51069;0;0;0;0;0;0
51070;0;0;4;0;0;0
51071;0;0;0;0;0;0
51072;0;0;4;0;0;0
51073;0;0;4;0;0;0
51074;54;0;0;0;0;0
51075;0;67;4;0;0;0
51076;0;0;0;0;0;0
51077;0;0;0;0;0;0
51078;0;0;0;0;0;0
51079;0;0;4;0;0;0
51080;0;0;0;0;0;0
51081;0;0;0;0;0;0
51082;0;0;0;0;0;0
51083;0;0;0;0;0;0
51084;0;0;0;0;0;0
51085;0;0;0;0;0;0
51086;0;0;4;0;0;0
51087;0;0;4;0;0;0
51088;0;0;0;0;0;0
51089;0;0;0;0;0;0
51090;0;0;0;0;0;0
51091;0;0;0;0;0;0
51092;0;0;0;0;0;0
51093;0;0;0;0;0;0
51094;0;0;0;0;0;0
51095;0;0;0;0;0;0
51097;0;0;0;0;0;0
51098;0;0;4;0;0;0
51099;0;0;4;0;0;0
51100;0;0;0;0;0;0
51101;0;0;0;0;0;0
51102;0;0;0;0;0;0
51103;0;0;4;0;0;0
51104;0;0;0;0;0;0
51105;54;0;4;0;0;0
51106;0;0;0;0;0;0
51107;0;0;0;0;0;0
51108;486;670;12;285;92;385
51109;0;0;0;0;0;0
51110;0;0;0;0;0;0
51111;0;0;0;0;0;0
51112;0;0;0;0;0;0
51113;0;0;0;0;0;0
51115;54;0;0;20;0;0
51116;0;0;0;0;0;0
51117;0;0;4;0;0;0
51118;54;0;12;0;0;0
51119;0;0;4;0;0;0
51120;0;0;0;0;0;0
51121;0;0;0;0;0;0
51122;0;0;0;0;0;0
51124;0;0;0;0;0;0
51125;0;0;0;0;0;0
51126;0;0;0;0;0;0
51127;0;0;0;0;0;0
51128;0;0;0;0;0;0
51129;0;0;0;0;0;0
51130;0;0;0;0;0;0
51132;0;0;0;0;0;0
51133;0;0;0;0;0;0
51134;0;0;0;0;0;0
51135;0;0;0;0;0;0
51136;0;0;0;0;0;0
51137;0;0;0;0;0;0
51138;0;0;0;0;0;0
51139;0;0;4;0;0;0
51140;0;0;4;0;0;0
51141;0;0;0;0;0;0
51142;0;0;4;0;0;0
51143;0;0;0;0;0;0
51144;0;0;0;0;0;0
51145;54;0;4;0;0;0
51146;0;0;0;0;0;0
51147;0;0;4;0;0;0
51148;0;0;0;0;0;0
51149;0;0;4;0;0;0
51150;0;0;4;0;0;0
51151;0;0;0;0;0;0
51152;0;0;0;0;0;0
51153;0;0;4;5;0;0
51154;0;0;0;0;0;0
51155;0;0;4;0;0;0
51156;0;0;4;0;0;0
51157;0;0;0;0;0;0
51158;0;0;4;0;0;0
51160;0;0;4;0;0;0
51161;0;0;0;0;0;0
51162;0;0;0;0;0;0
51163;0;0;0;0;0;0
51164;0;0;0;0;0;0
51165;0;0;4;0;0;0
51166;0;0;0;0;0;0
51167;0;0;0;0;0;0
51168;0;0;4;0;0;0
51169;0;0;0;0;0;0
51170;0;0;0;0;0;0
51171;0;0;8;0;23;0
51172;54;67;8;205;230;105
51173;0;0;0;0;0;0
51174;0;0;0;0;0;0
51175;0;0;0;0;0;0
51176;0;0;0;0;0;0
51177;0;0;0;0;0;0
51178;0;0;0;0;0;0
51179;0;0;0;0;0;0
51181;0;0;0;0;0;0
51182;0;0;0;0;0;0
51183;0;0;0;0;0;0
51184;54;0;4;0;0;0
51185;0;0;0;0;0;0
51186;0;0;0;0;0;0
51187;0;0;0;0;0;0
51188;0;0;4;0;0;0
51190;0;0;0;0;0;0
51191;0;0;0;0;0;0
51192;0;0;0;0;0;0
51193;0;67;0;0;0;35
51194;0;0;0;0;0;0
51195;0;0;0;0;0;0
51196;0;0;4;0;0;0
51197;0;0;0;0;0;0
51198;54;0;4;0;0;0
51199;0;0;4;0;0;0
51200;0;0;4;0;0;0
51201;0;0;0;0;0;0
51202;0;0;4;0;0;0
51203;0;0;0;0;0;0
51204;54;67;4;0;0;0
51205;0;0;4;0;0;0
51206;0;0;0;0;0;0
51208;0;0;0;0;0;0
51210;54;0;0;0;0;0
51211;0;0;0;0;0;0
51212;0;0;0;0;0;0
51213;0;0;0;0;0;0
51214;0;0;4;0;0;0
51215;0;0;0;0;0;0
51216;0;0;0;0;0;0
51217;54;67;4;10;23;35
51218;0;0;0;0;0;0
51219;0;0;0;0;0;0
51220;0;0;0;5;0;0
51222;0;0;0;0;0;0
51223;0;0;0;0;0;0
51224;0;0;0;0;0;0
51225;0;0;0;0;0;0
51226;0;0;0;0;0;0
51227;0;0;4;0;0;0
51228;0;0;0;0;0;0
51229;0;0;0;0;0;0
51230;324;268;8;205;92;385
51231;0;0;0;0;0;0
51232;0;0;4;0;0;0
51233;0;0;0;0;0;0
51234;0;0;4;0;0;0
51235;0;0;0;0;0;0
51236;0;0;0;0;0;0
51237;0;0;0;5;0;35
51238;0;0;0;0;0;0
51239;0;0;0;0;0;0
51240;0;0;0;0;0;0
51241;0;0;0;0;0;0
51242;108;0;4;25;23;70
51243;0;0;4;0;0;0
51244;0;0;4;0;0;0
51245;0;0;4;0;0;0
51246;0;0;0;0;0;0
51247;0;0;4;0;0;0
51248;0;0;4;5;0;0
51249;0;0;0;0;0;0
51250;54;67;4;15;0;70
51251;0;0;0;0;0;0
51252;0;0;0;0;0;0
51253;0;0;0;0;0;0
51254;0;0;4;0;0;0
51255;0;0;0;0;0;0
51256;0;0;4;5;0;0
51258;0;0;0;0;0;0
51259;0;0;0;0;0;0
51260;0;0;0;0;0;0
51262;0;0;4;0;0;0
51263;0;0;4;0;0;0
51264;0;0;4;0;0;0
51265;0;0;4;0;0;0
51266;0;0;0;0;0;0
51267;0;0;0;0;0;0
51268;0;0;0;0;0;0
51269;0;0;0;0;23;0
51270;0;0;0;0;0;0
51272;0;0;0;0;0;0
51273;0;0;0;0;0;0
51274;0;0;0;0;0;0
51275;0;0;0;0;0;0
51276;0;0;0;0;0;0
51277;0;0;0;0;23;0
51278;0;0;0;0;0;0
51279;0;0;0;0;0;0
51280;0;0;0;0;0;0
51281;0;0;0;0;0;0
51282;0;0;4;5;0;0
51283;0;0;0;0;0;0
51284;0;0;0;0;0;0
51285;0;0;4;0;0;0
51286;0;0;0;0;0;0
51287;0;0;0;0;0;0
51288;0;0;0;0;0;0
51289;0;0;0;0;0;0
51290;0;0;0;0;0;0
51291;0;67;0;0;0;0
51292;0;0;0;0;0;0
51293;0;0;0;0;0;0
51294;0;0;0;0;0;0
51295;0;0;0;0;0;0
51296;0;0;0;0;0;0
51298;0;0;4;0;0;0
51299;0;0;0;0;0;0
51300;0;0;0;0;0;0
51301;0;0;0;0;0;0
51302;0;0;0;0;0;0
51303;0;0;4;0;0;0
51304;0;0;4;0;0;0
51305;0;0;0;0;0;0
51306;0;0;0;0;0;0
51307;0;0;0;0;0;0
51308;54;0;4;0;0;0
51309;0;0;0;0;0;0
51310;0;0;4;0;0;0
51311;0;0;0;0;0;0
51312;0;0;4;0;0;0
51313;0;0;0;0;0;0
51314;0;0;0;0;0;0
51315;0;0;4;0;0;0
51316;0;0;0;0;0;0
51317;0;0;0;0;0;0
51318;0;0;4;0;0;0
51319;0;0;0;0;0;0
51320;0;0;0;0;0;0
51321;0;0;0;0;0;0
51322;0;0;4;0;0;0
51323;0;0;0;0;0;0
51324;0;0;0;0;0;0
51325;0;0;4;0;0;0
51326;0;0;0;0;0;0
51327;0;0;0;0;0;0
51328;0;67;0;0;23;0
51329;0;0;0;0;0;0
51333;108;0;0;0;0;0
51334;0;0;4;0;0;0
51336;0;0;0;0;0;0
51337;0;0;4;0;0;0
51338;0;0;4;0;0;0
51339;0;0;4;0;0;0
51340;0;67;0;0;0;0
51341;0;0;0;0;0;0
51342;0;0;4;0;0;0
51343;0;0;4;0;0;0
51344;0;0;4;0;46;0
51345;0;0;0;0;0;0
51346;54;0;4;0;0;0
51348;0;0;0;0;0;0
51349;0;0;0;0;0;0
51350;0;0;4;0;0;0
51351;0;0;0;0;0;0
51352;0;0;0;0;0;0
51353;0;0;0;0;0;0
51354;0;0;0;0;0;0
51355;0;0;0;0;0;0
51356;0;0;0;0;0;0
51357;0;0;4;0;0;0
51358;0;0;0;0;0;0
51359;0;0;0;0;0;0
51360;0;0;0;0;0;0
51361;0;0;0;0;0;0
51362;0;0;4;0;0;35
51363;0;0;4;0;0;0
51364;0;0;0;0;0;0
51365;0;0;0;0;0;0
51367;0;0;8;0;0;0
51368;0;0;0;0;0;0
51369;0;0;0;0;0;0
51370;0;0;4;0;0;0
51371;0;0;0;0;0;0
51372;0;0;0;0;0;0
51373;0;0;0;0;0;0
51374;0;0;0;0;0;35
51375;0;0;0;0;0;0
51376;0;0;0;0;0;0
51377;0;0;0;0;0;0
51378;0;0;0;5;0;0
51379;0;0;4;0;0;0
51380;54;67;8;5;0;35
51381;54;0;0;0;0;0
51382;0;0;4;0;0;0
51384;0;0;0;0;0;0
51386;0;0;4;0;0;0
51387;0;0;0;0;0;0
51388;54;0;4;0;0;70
51389;0;0;4;0;0;0
51390;0;0;4;0;0;0
51391;0;0;4;0;0;0
51392;0;0;0;0;0;0
51393;0;0;4;0;0;0
51395;0;0;4;0;0;0
51396;0;0;0;0;0;0
51397;0;0;4;0;0;0
51398;0;0;4;0;0;0
51399;0;0;0;0;0;0
51402;0;0;0;0;0;0
51403;0;0;8;0;0;0
51404;0;0;0;0;0;0
51406;0;0;0;0;0;0
51407;0;0;0;0;0;0
51409;0;0;4;0;0;0
51410;0;67;0;0;0;0
51412;0;0;0;0;0;0
51413;0;0;12;0;0;35
51414;0;0;0;0;0;0
51415;0;0;0;0;0;0
51416;0;0;0;0;0;0
51417;0;0;0;0;0;0
51418;0;0;8;0;23;0
51419;0;0;0;0;0;0
51420;0;0;0;0;0;0
51421;0;0;0;0;0;0
51422;0;67;0;0;23;0
51423;0;0;4;0;0;35
51424;0;0;0;0;0;0
51425;0;0;0;0;0;0
51426;0;0;0;0;0;0
51428;0;0;0;0;0;0
51429;0;0;0;0;0;0
51430;0;0;0;0;0;0
51431;54;0;12;30;69;35
51432;0;0;12;0;0;0
51433;0;0;4;0;0;0
51434;0;0;4;0;0;0
51435;0;0;0;0;0;0
51436;0;0;4;0;0;0
51437;0;0;0;0;0;0
51438;0;0;4;0;0;0
51439;0;0;4;0;0;0
51440;0;0;4;0;0;35
51441;0;0;0;0;0;0
51442;0;0;0;0;0;0
51443;0;0;0;0;0;0
51444;0;0;8;0;0;0
51445;0;0;0;0;0;0
51446;0;0;0;0;0;0
51447;0;0;0;5;0;0
51448;0;0;4;0;0;0
51449;0;0;4;0;0;35
51450;0;0;0;0;0;0
51451;0;0;0;0;0;0
51452;0;0;0;0;0;0
51453;0;0;8;0;0;0
51454;1458;1742;180;925;575;1155
51455;0;0;0;0;0;0
51456;0;0;0;0;0;0
51457;0;0;4;0;0;0
51458;0;0;4;0;0;0
51459;0;0;0;0;0;0
51460;0;0;0;0;0;0
51461;0;0;4;0;0;0
51463;0;0;4;0;0;0
51464;0;0;0;0;0;0
51465;0;0;0;0;0;0
51466;0;0;0;0;0;0
51468;0;0;4;0;0;0
51469;0;0;0;0;0;0
51470;0;0;0;0;0;0
51471;0;0;0;0;0;0
51472;0;0;4;0;0;35
51473;0;0;0;0;0;0
51474;0;0;4;50;0;35
51475;0;0;0;0;0;0
51476;0;0;4;0;0;0
51477;0;0;4;0;0;0
51478;0;0;0;0;0;0
51479;0;0;0;0;0;0
51480;0;0;4;0;0;0
51482;0;67;0;0;0;0
51483;0;0;0;0;0;0
51484;0;0;0;0;0;0
51485;0;0;4;0;0;0
51486;0;0;0;0;0;0
51487;0;0;0;0;0;0
51488;0;0;0;0;0;0
51489;0;0;0;0;0;0
51490;0;0;4;0;0;0
51491;0;0;0;0;0;0
51492;54;0;0;0;0;0
51493;0;0;0;0;0;0
51495;0;0;0;0;0;0
51496;0;0;0;0;0;0
51497;0;0;0;0;0;0
51498;0;0;0;0;0;0
51499;0;0;0;0;0;0
51500;0;0;0;0;0;0
51501;0;0;0;0;0;0
51502;0;0;4;0;0;0
51503;0;0;0;0;0;0
51504;54;0;16;0;0;0
51505;0;0;0;0;0;0
51506;54;0;4;35;23;0
51507;54;134;4;20;23;35
51508;0;0;4;0;0;0
51509;0;0;0;0;0;0
51510;0;0;0;0;0;0
51511;0;0;0;0;0;0
51512;0;0;0;0;0;0
51513;0;0;4;0;0;0
51514;0;0;0;0;0;0
51515;0;0;4;0;0;0
51516;0;0;0;0;0;0
51517;0;0;0;0;0;0
51518;0;0;4;0;0;0
51519;0;0;0;0;0;0
51520;0;0;0;0;0;0
51521;0;0;0;0;0;0
51522;0;0;4;0;0;0
51523;0;0;0;0;0;0
51524;0;0;4;0;0;0
51525;0;0;8;0;0;0
51526;0;0;0;0;0;0
51527;0;0;4;0;0;0
51528;0;0;0;0;0;0
51529;0;0;0;0;0;0
51530;0;0;4;0;0;0
51531;0;67;0;0;0;35
51532;0;0;0;0;0;0
51533;0;0;0;0;0;0
51534;0;0;0;0;0;0
51535;108;134;4;15;0;70
51536;0;0;4;0;0;35
51537;0;0;4;0;0;0
51538;0;0;4;0;0;0
51539;0;0;0;0;0;0
51542;0;0;4;0;0;0
51543;0;0;0;0;0;0
51544;0;67;4;0;0;0
51545;0;0;4;0;0;0
51546;0;0;0;0;0;0
51547;0;0;0;0;0;0
51548;0;0;4;0;0;0
51549;0;0;0;0;0;0
51550;0;0;4;0;0;0
51551;0;0;4;0;0;0
51552;0;0;0;0;0;0
51553;0;0;0;0;0;0
51555;0;0;0;0;0;0
51556;0;0;4;0;0;0
51557;0;0;4;0;0;0
51558;0;0;0;0;0;0
51559;54;67;8;5;0;0
51560;0;0;4;0;0;0
51562;54;0;0;0;0;0
51563;0;0;0;0;0;0
51564;0;0;4;0;0;0
51565;0;0;0;0;0;0
51566;0;0;0;0;0;0
51567;0;67;0;0;0;0
51568;0;0;0;0;0;0
51569;0;0;0;10;23;0
51570;0;0;0;0;0;0
51571;0;0;4;0;0;0
51572;0;0;0;0;0;0
51573;162;67;16;45;92;105
51574;0;0;0;0;0;0
51576;54;0;4;0;0;0
51577;0;0;0;0;0;0
51578;0;0;0;0;0;0
51579;0;0;0;0;0;0
51580;0;0;0;0;0;0
51581;0;0;4;0;0;0
51582;0;0;4;5;0;0
51583;0;0;0;0;0;0
51584;0;0;0;0;0;0
51585;0;0;0;0;0;0
51586;0;0;0;0;0;0
51587;0;0;0;0;0;0
51588;0;0;0;0;0;0
51589;0;0;0;0;0;0
51590;0;67;0;0;0;0
51591;0;0;0;0;0;0
51592;0;0;0;0;0;0
51594;0;0;0;0;0;0
51595;0;0;4;0;0;0
51596;0;0;4;0;0;0
51597;0;0;0;5;0;0
51598;0;0;4;0;0;0
51599;0;0;0;0;0;0
51600;0;0;0;0;0;0
51601;0;0;4;0;0;0
51602;0;0;0;0;0;0
51603;0;0;0;0;0;0
51604;0;0;4;0;0;0
51605;0;0;0;0;0;0
51607;0;0;0;0;0;0
51608;0;0;0;0;0;0
51609;0;0;4;0;0;0
51610;0;0;0;0;0;0
51611;0;0;0;0;0;0
51612;54;67;16;5;23;0
51613;0;67;0;0;0;0
51614;54;0;0;0;0;0
51616;0;0;0;0;0;0
51617;0;0;4;0;23;0
51618;0;0;0;0;0;0
51619;0;0;0;0;0;0
51620;0;0;4;0;0;0
51621;0;67;0;0;0;0
51622;0;0;0;0;0;0
51623;0;0;0;0;0;0
51624;0;0;0;0;0;0
51625;0;0;0;0;0;0
51626;0;0;0;0;0;0
51627;0;0;0;0;0;0
51628;0;0;0;0;0;0
51629;0;67;4;0;0;0
51630;0;0;4;0;0;0
51631;0;0;0;0;0;0
51632;0;0;0;0;0;0
51633;0;0;4;0;0;0
51634;0;0;4;0;0;0
51635;0;0;0;0;0;0
51636;0;0;0;0;0;0
51637;0;0;0;0;0;0
51638;0;0;0;0;0;0
51639;0;0;0;0;0;0
51640;0;0;4;0;0;0
51641;0;0;0;0;0;0
51642;0;0;0;0;0;0
51643;0;0;0;0;0;0
51644;0;0;0;0;0;0
51645;0;0;0;0;0;0
51646;0;0;0;0;0;0
51647;0;0;4;0;0;0
51648;0;0;0;5;0;0
51649;54;268;8;85;69;175
51650;0;0;0;0;0;0
51652;0;0;0;0;0;0
51654;0;0;4;0;0;0
51655;0;0;0;0;0;0
51656;0;0;4;0;0;0
51657;0;0;0;0;0;0
51658;0;0;0;0;0;0
51659;0;0;0;0;0;0
51660;54;0;8;5;0;35
51662;54;0;4;0;23;0
51663;54;0;4;0;0;0
52001;0;0;0;0;0;0
52002;0;0;0;0;0;0
52003;0;0;0;0;0;0
52004;0;0;0;0;0;0
52005;0;0;0;0;0;0
52006;0;0;0;0;0;0
52007;0;0;0;0;0;0
52008;54;0;0;0;0;0
52009;0;0;8;0;0;0
52011;0;0;0;0;0;0
52012;0;0;0;0;0;0
52013;0;0;0;0;0;0
52014;0;0;0;0;0;0
52015;0;0;0;0;0;0
52016;0;0;0;0;0;0
52017;54;134;4;0;0;0
52019;0;0;0;0;0;0
52021;0;0;0;0;0;0
52022;0;0;0;0;0;0
52023;54;0;0;0;0;0
52025;0;0;0;0;0;0
52027;0;0;0;0;0;0
52028;0;0;0;0;0;0
52029;0;0;0;0;0;0
52030;0;0;0;0;0;0
52031;0;0;0;0;0;0
52033;0;0;0;0;0;0
52034;0;0;0;0;0;0
52035;0;0;0;0;0;0
52037;0;0;4;0;23;0
52038;0;0;0;0;0;0
52039;0;0;0;0;0;0
52040;0;0;0;0;0;0
52042;0;0;0;0;0;0
52043;0;0;0;0;0;0
52044;0;0;0;0;0;0
52045;0;0;8;0;0;0
52047;0;0;0;0;0;0
52050;0;0;4;0;0;0
52051;0;0;0;0;0;0
52053;0;0;0;0;0;0
52055;0;0;4;0;0;0
52056;0;0;0;0;0;0
52057;0;0;0;0;0;0
52058;0;0;0;5;0;35
52059;0;0;0;0;0;0
52060;54;67;4;20;23;35
52061;0;0;4;0;0;0
52062;0;0;0;0;0;0
52063;0;0;0;0;0;0
52064;0;67;4;0;0;0
52065;0;0;0;0;0;0
52066;0;0;0;0;0;0
52067;0;0;0;0;0;0
52069;0;0;0;0;0;0
52070;0;0;0;0;0;0
52072;0;0;4;0;0;0
52074;0;0;4;0;0;0
52075;0;0;0;0;0;0
52076;0;0;0;0;0;0
52079;0;0;0;0;0;0
52082;0;0;0;0;0;0
52083;0;0;0;0;0;0
52084;0;0;0;0;0;0
