CODGEO;Physiologique;Sécurité;Appartenance;Estime;Actualisation de soi;Cognitif
8367;54;67;4;0;0;0
8368;0;0;4;0;0;0
8369;0;0;0;0;0;0
8370;54;0;0;0;0;35
8372;0;0;0;0;0;0
8373;0;0;4;0;0;0
8374;0;0;4;0;0;0
8375;0;0;0;0;0;0
8376;0;0;0;0;0;0
8377;0;0;4;0;0;0
8378;0;0;4;0;0;0
8379;0;0;0;0;0;0
8380;0;0;0;0;0;0
8381;0;67;4;0;0;0
8382;0;0;0;0;0;0
8383;0;0;4;0;0;0
8384;0;0;0;0;0;0
8385;0;0;4;0;0;0
8386;0;0;0;0;0;0
8387;0;0;0;0;0;0
8388;0;0;4;0;0;0
8389;0;0;0;0;0;0
8390;0;0;4;0;0;0
8391;0;0;8;0;0;0
8392;0;0;0;0;0;0
8393;0;0;4;0;0;0
8394;0;0;0;0;0;0
8395;0;0;0;0;0;0
8396;0;0;4;0;0;0
8397;0;0;0;0;0;0
8398;0;0;4;0;0;0
8399;0;0;0;0;0;0
8400;0;0;4;0;0;0
8401;0;0;0;0;0;0
8402;54;0;0;0;0;0
8403;0;0;4;0;0;0
8404;0;0;4;0;0;0
8405;0;0;0;0;0;0
8406;0;0;0;0;0;0
8407;0;0;0;0;0;0
8408;0;0;4;0;0;0
8409;108;201;8;80;92;140
8410;0;0;0;0;0;0
8411;0;0;0;0;0;0
8412;0;0;0;0;0;0
8413;0;0;0;0;0;0
8415;0;0;0;0;0;0
8416;0;0;0;0;0;0
8417;0;0;4;0;0;0
8418;0;0;4;0;0;0
8419;0;67;4;5;0;0
8420;54;67;8;0;23;35
8421;0;0;0;0;0;0
8422;0;0;4;0;0;0
8424;0;0;4;0;0;0
8425;0;0;0;0;0;0
8426;0;0;0;0;0;0
8427;0;0;4;0;0;0
8428;0;0;0;0;0;0
8429;0;0;0;0;0;0
8430;0;0;0;0;0;0
8431;0;0;0;0;0;0
8432;0;0;0;0;0;0
8433;0;0;0;0;0;0
8434;0;0;0;0;0;0
8435;0;0;4;0;0;0
8436;0;0;0;0;0;0
8437;0;0;0;0;0;0
8438;0;0;0;0;0;0
8439;0;0;0;0;0;0
8440;0;0;0;0;0;0
8444;0;0;0;0;0;0
8445;0;0;4;0;0;0
8446;0;0;0;5;0;0
8448;0;0;4;5;0;0
8449;0;0;4;0;0;0
8450;0;0;4;0;0;0
8451;0;0;0;0;0;0
8452;0;0;4;0;0;0
8453;0;0;0;0;0;0
8454;0;0;0;0;0;0
8455;0;0;4;0;0;0
8456;0;0;0;0;0;0
8457;0;0;8;0;0;0
8458;0;0;0;0;0;0
8459;0;0;0;0;0;0
8460;0;0;0;0;0;0
8461;0;0;4;0;0;0
8462;0;0;0;0;0;0
8463;0;0;0;0;0;0
8464;0;0;0;0;0;0
8465;0;0;0;0;0;0
8466;0;0;0;0;0;0
8467;0;0;0;0;0;0
8468;0;0;0;0;0;0
8469;0;0;0;0;0;0
8470;0;0;0;0;0;0
8471;0;0;0;0;0;0
8472;0;0;0;0;0;0
8473;0;0;0;0;0;35
8476;0;0;4;0;0;0
8477;0;0;0;0;0;0
8478;0;0;0;0;0;0
8479;0;0;0;0;0;0
8480;0;134;4;40;46;0
8481;0;0;0;0;0;0
8482;0;0;0;0;0;0
8483;0;0;4;0;0;0
8484;0;0;0;0;0;0
8485;0;0;0;0;0;0
8486;0;0;4;0;0;35
8487;54;0;0;0;0;0
8488;54;67;12;0;23;0
8489;0;0;8;0;0;0
8490;54;134;8;25;0;0
8491;54;0;12;0;0;35
8492;0;0;0;0;0;0
8494;0;0;0;0;0;0
8496;0;0;0;0;0;0
8497;0;0;0;0;0;0
8498;0;0;4;0;0;0
8499;0;0;4;0;0;0
8500;0;0;0;0;0;0
8501;0;0;0;0;0;0
8502;0;0;0;0;0;0
8503;0;0;0;0;0;0
9001;0;0;0;0;0;0
9002;0;0;0;0;0;0
9003;0;0;4;0;0;0
9004;0;0;4;0;0;0
9005;0;0;0;0;0;0
9006;0;0;0;0;0;0
9007;0;0;0;0;0;0
9008;0;0;0;0;0;0
9009;0;0;0;0;0;0
9011;0;0;0;0;0;0
9012;0;0;0;0;0;0
9013;0;0;0;0;0;0
9014;0;0;4;0;0;0
9015;0;0;4;0;0;0
9016;0;0;0;0;0;0
9017;0;0;0;0;0;0
9018;0;0;4;0;0;0
9019;0;0;4;0;0;0
9020;0;0;4;0;0;0
9021;0;0;0;0;0;0
9022;0;0;4;0;0;0
9023;0;0;0;0;0;0
9024;0;0;4;0;0;0
9025;0;0;0;0;0;0
9026;0;0;0;0;0;0
9027;0;0;0;0;0;0
9029;0;0;8;0;0;0
9030;54;0;4;0;0;0
9031;0;0;0;0;0;0
9032;108;67;4;15;253;35
9033;0;0;0;0;0;0
9034;0;0;0;0;0;0
9035;0;0;0;0;0;0
9037;0;0;0;0;0;0
9038;0;0;4;0;0;0
9039;0;0;4;0;0;0
9040;0;0;0;0;0;0
9041;0;0;0;0;0;0
9042;54;67;4;0;0;0
9043;0;134;8;0;0;0
9044;0;0;4;0;0;0
9045;0;0;4;0;0;0
9046;0;0;0;0;0;0
9047;0;67;0;0;0;0
9048;0;0;0;0;0;0
9049;0;0;4;0;0;0
9050;0;0;4;0;0;0
9051;0;0;0;0;0;0
9052;0;0;0;0;0;0
9053;0;0;0;0;0;0
9054;0;0;0;0;0;0
9055;0;0;0;0;0;0
9056;0;0;4;0;0;0
9057;0;0;0;0;0;0
9058;0;0;0;0;0;0
9059;0;0;0;0;0;0
9060;0;0;4;0;0;0
9061;0;0;0;0;0;0
9062;0;0;0;0;0;0
9063;0;0;0;0;0;0
9064;0;0;0;0;0;0
9065;0;0;0;0;0;0
9066;0;0;4;0;0;0
9067;0;0;0;0;0;0
9068;0;0;4;0;0;0
9069;0;0;0;0;0;0
9070;54;0;4;0;23;0
9071;0;0;4;5;0;0
9072;0;0;0;0;0;0
9073;0;0;0;0;0;0
9074;0;0;0;0;0;0
9075;0;0;0;0;0;0
9076;0;0;0;0;0;0
9077;0;0;0;0;0;0
9078;0;0;4;0;0;0
9079;0;0;4;0;0;0
9080;0;0;0;0;0;0
9081;0;0;0;0;0;0
9082;0;0;4;0;0;35
9083;0;0;0;0;0;0
9084;0;0;0;0;0;0
9085;0;67;4;0;0;35
9086;0;0;4;0;0;0
9087;0;0;0;0;0;0
9088;0;0;0;0;0;0
9089;0;0;0;0;0;0
9090;0;0;0;0;0;0
9091;0;0;0;0;0;0
9092;0;0;4;0;0;0
9093;0;0;0;0;0;0
9094;0;0;0;0;0;0
9095;0;0;4;0;0;0
9096;0;0;0;0;0;0
9097;0;0;0;0;0;0
9098;0;0;0;0;0;0
9099;0;0;4;0;0;0
9100;0;0;0;0;0;0
9101;0;0;0;0;0;0
9102;0;0;0;0;0;0
9103;54;0;0;0;0;0
9104;0;0;4;0;0;0
9105;0;67;4;0;0;0
9106;0;0;4;5;0;0
9107;0;0;0;0;0;0
9108;0;0;0;0;0;0
9109;0;0;0;0;0;0
9110;0;0;0;0;0;0
9111;0;0;0;0;0;0
9113;0;67;0;0;0;0
9114;0;0;0;0;0;0
9115;0;0;4;0;0;0
9116;0;0;0;0;0;0
9117;0;0;0;0;0;0
9118;0;0;0;0;0;0
9119;0;0;0;0;0;0
9120;0;67;0;0;0;0
9121;108;0;4;0;0;0
9122;54;67;8;85;46;35
9123;0;0;0;0;0;0
9124;0;67;4;0;0;0
9125;0;0;8;0;0;0
9126;0;0;0;0;0;0
9127;0;0;0;0;0;0
9128;0;0;0;0;0;0
9129;0;0;0;0;0;0
9130;0;0;4;0;0;0
9131;0;0;0;0;0;0
9132;0;0;0;0;0;0
9133;0;0;4;0;0;0
9134;0;0;0;0;0;0
9136;0;0;4;0;0;0
9137;0;0;0;0;0;0
9138;0;0;4;0;0;0
9139;0;0;4;0;0;0
9140;0;0;0;0;0;0
9141;0;0;0;0;0;0
9142;0;0;0;0;0;0
9143;0;0;0;0;0;0
9145;0;0;4;0;0;0
9146;0;0;0;0;0;0
9147;0;0;0;0;0;0
9148;0;0;4;0;0;0
9149;0;0;0;0;0;0
9150;0;0;4;0;0;0
9151;0;0;0;0;0;0
9152;0;0;0;0;0;0
9153;0;0;0;0;0;0
9154;0;0;0;0;0;0
9155;0;0;4;0;0;0
9156;0;0;0;0;0;0
9157;0;67;4;0;0;35
9158;0;0;4;0;0;0
9159;0;0;0;0;0;0
9160;54;67;8;30;0;70
9161;0;0;0;0;0;0
9162;0;0;4;0;0;0
9163;0;0;0;0;0;0
9164;0;0;0;0;0;0
9165;0;0;0;0;0;0
9166;0;0;4;0;0;0
9167;0;67;4;5;0;35
9168;0;0;0;0;0;0
9169;0;0;4;0;0;0
9170;0;0;0;0;0;0
9171;0;0;0;0;0;0
9172;0;0;0;0;0;0
9173;0;0;4;0;0;0
9174;0;0;4;0;0;0
9175;0;0;0;0;0;0
9176;54;67;4;0;0;0
9177;0;0;0;0;0;0
9178;0;0;0;0;0;0
9179;0;0;0;0;0;0
9180;0;0;4;0;0;0
9181;54;67;4;0;0;0
9182;54;67;0;0;0;35
9183;0;0;4;0;0;0
9184;0;0;0;0;0;0
9185;54;134;8;0;23;0
9186;0;0;0;0;0;0
9187;54;0;0;0;0;0
9188;54;0;8;0;0;0
9189;0;0;4;0;0;0
9190;0;0;0;0;0;0
9192;0;0;4;0;0;0
9193;0;0;4;0;0;0
9194;54;67;4;20;0;70
9195;0;0;0;0;0;0
9196;0;0;0;0;0;0
9197;0;0;0;0;0;0
9198;0;0;0;0;0;0
9199;0;0;4;0;23;0
9200;0;0;0;0;0;0
9201;0;0;0;0;0;0
9202;0;0;0;0;0;0
9203;0;0;0;0;0;0
9204;0;0;0;0;0;0
9205;0;0;0;0;0;0
9206;0;0;0;0;69;0
9207;54;0;4;0;0;0
9208;0;0;4;0;0;0
9209;0;0;4;0;0;0
9210;0;0;4;0;0;0
9211;0;0;0;0;0;0
9212;0;0;0;0;0;0
9213;0;0;0;0;0;0
9214;0;0;4;0;0;0
9215;0;0;0;0;0;0
9216;0;0;0;0;0;0
9217;0;0;4;0;0;0
9218;0;0;0;0;0;0
9219;0;0;4;0;0;35
9220;0;0;4;0;0;0
9221;0;67;0;5;0;0
9222;0;0;0;0;0;0
9223;54;67;0;0;0;0
9224;0;0;0;0;0;0
9225;270;134;8;150;161;105
9226;0;0;0;0;0;0
9227;0;0;4;0;0;0
9228;0;0;4;0;0;0
9229;0;0;4;0;0;0
9230;0;0;0;0;0;0
9231;0;0;0;0;0;0
9232;0;0;0;0;0;0
9233;0;0;0;0;0;0
9234;0;0;0;0;0;0
9235;0;67;4;0;0;0
9236;0;0;4;0;0;0
9237;0;0;0;0;0;0
9238;0;0;4;0;0;0
9239;0;0;0;0;0;35
9240;0;0;0;0;0;0
9241;0;0;4;0;0;0
9242;0;0;0;0;0;0
9243;0;0;0;0;0;0
9244;0;0;0;0;0;0
9245;0;0;8;0;0;0
9246;0;0;0;0;0;35
9247;0;0;0;0;0;0
9249;0;0;0;0;0;0
9250;0;0;0;0;0;0
9251;0;0;0;0;0;0
9252;0;0;4;0;0;0
9253;0;0;0;0;0;0
9254;0;0;0;0;0;0
9255;0;0;0;0;0;0
9256;0;0;0;0;0;0
9257;54;67;4;0;0;0
9258;0;0;4;0;0;0
9259;0;0;0;0;0;0
9260;0;0;0;0;0;0
9261;108;67;4;105;69;105
9262;0;0;0;0;0;0
9263;0;0;0;0;0;0
9264;0;0;4;0;0;0
9265;54;67;4;70;0;35
9266;0;0;0;0;0;0
9267;0;0;0;0;0;0
9268;0;134;0;15;23;35
9269;0;0;4;0;0;0
9270;0;0;0;0;0;0
9271;0;0;0;0;0;0
9272;0;0;0;0;0;0
9273;0;0;0;0;0;0
9274;0;0;4;0;0;0
9275;0;0;4;0;0;0
9276;0;0;0;0;0;0
9277;0;0;8;0;0;0
9279;0;0;0;0;0;0
9280;0;0;0;0;0;35
9281;0;0;0;0;0;0
9282;108;67;4;10;0;0
9283;0;0;0;0;0;0
9284;0;0;0;0;0;0
9285;0;67;0;0;23;0
9287;0;0;0;0;0;0
9289;0;0;4;0;0;0
9290;0;0;0;0;0;0
9291;0;0;0;0;0;0
9292;0;0;0;0;0;0
9293;0;0;4;0;23;0
9294;0;0;0;0;0;0
9295;0;0;4;0;0;0
9296;0;0;0;0;0;0
9297;0;0;0;0;0;0
9298;0;0;4;0;0;0
9299;0;0;0;0;0;0
9300;0;0;0;0;0;0
9301;0;0;4;0;0;0
9303;0;0;4;0;0;0
9304;0;0;0;0;0;0
9305;0;0;4;5;0;0
9306;54;67;4;5;46;0
9307;0;0;4;0;0;0
9308;0;0;4;0;0;0
9309;0;0;4;0;0;0
9310;0;0;0;0;0;0
9311;0;0;4;0;0;0
9312;54;0;4;0;0;0
9313;0;0;0;0;0;0
9314;0;0;0;0;0;0
9315;0;0;0;0;0;0
9316;0;0;0;0;0;0
9318;0;0;4;0;0;0
9319;0;0;4;0;0;0
9320;0;0;0;0;0;0
9321;0;0;0;0;0;0
9322;0;0;0;0;69;0
9323;0;0;0;0;0;0
9324;54;67;4;0;0;35
9325;0;0;0;0;0;0
9326;0;0;0;0;0;0
9327;0;0;4;0;0;0
9328;0;0;4;0;0;0
9329;0;0;4;0;0;0
9330;0;0;0;0;0;0
9331;0;0;4;0;0;0
9332;54;67;4;10;0;35
9334;0;67;4;0;0;0
9335;0;0;0;0;0;0
9336;54;0;4;0;0;0
9338;0;0;0;0;0;0
9339;0;0;4;0;0;0
9340;0;0;0;0;0;0
9341;0;0;0;0;0;0
9342;0;0;0;0;0;0
10002;0;0;0;0;0;0
10003;54;67;8;0;23;35
10004;0;0;0;0;0;0
10005;0;0;0;0;0;0
10006;0;67;0;10;23;70
10007;0;0;0;0;0;0
10008;0;0;0;0;0;0
10009;0;0;0;0;0;0
10010;0;0;0;0;0;0
10011;0;0;0;0;0;0
10012;0;0;0;0;0;0
10013;0;0;0;0;0;0
10014;0;0;0;0;0;0
10015;0;0;0;0;0;0
10017;0;0;0;0;0;0
10018;0;67;4;0;0;35
10019;0;0;0;0;0;0
10020;0;0;0;0;0;0
10021;0;0;0;5;0;0
10022;0;0;0;0;0;0
10023;0;0;0;0;0;0
10024;0;0;0;0;0;0
10025;0;0;0;0;0;0
10026;0;0;0;0;0;0
10027;0;0;0;0;0;0
10028;0;0;0;0;0;0
10029;0;0;0;0;0;0
10030;54;0;4;20;0;70
10031;0;0;0;0;0;0
10032;0;0;0;0;0;0
10033;54;134;8;20;0;70
10034;54;67;0;25;0;105
10035;0;67;0;0;0;0
10037;0;0;0;0;0;0
10038;0;0;0;0;0;0
10039;0;0;0;0;0;0
10040;0;0;0;0;0;0
10041;0;0;0;0;0;0
10042;0;0;0;0;0;0
10043;0;0;0;0;0;0
10044;0;0;0;0;0;0
10045;0;0;0;0;0;0
10046;0;0;0;0;0;0
10047;0;0;0;0;0;0
10048;0;0;0;0;0;0
10049;0;0;4;0;0;0
10050;0;0;0;0;0;0
10051;0;134;0;0;0;0
10052;0;0;0;0;0;0
10053;0;0;4;0;0;0
10054;0;0;0;0;0;0
10055;0;0;0;0;0;0
10056;0;0;0;0;0;0
10057;0;0;0;0;0;0
10058;0;0;0;0;0;0
10059;0;0;0;0;0;0
10060;0;67;0;0;0;0
10061;0;0;0;0;0;0
10062;0;0;0;0;0;0
10063;0;0;0;0;0;0
10064;54;134;4;5;0;70
10065;0;0;0;0;0;0
10066;0;0;4;0;0;0
10067;0;0;0;0;0;0
10068;0;0;0;0;0;0
10069;0;0;4;0;0;0
10070;0;0;0;0;0;0
10071;0;0;0;0;0;0
10072;0;0;0;0;0;0
10073;0;0;0;0;0;0
10074;0;0;0;0;0;0
10075;0;0;0;0;0;0
10076;0;0;4;0;0;0
10077;0;0;0;0;0;0
10078;0;0;0;0;0;0
10079;0;0;0;0;0;0
10080;54;67;0;0;0;0
10081;162;67;4;65;0;70
10082;0;0;4;0;0;0
10083;0;0;0;0;0;0
10084;54;0;0;0;23;0
10085;0;0;0;0;0;0
10086;0;0;0;0;0;0
10087;0;0;0;0;0;0
10089;0;0;0;0;0;0
10090;0;0;0;0;0;0
10091;0;0;0;0;0;0
10092;0;0;0;0;0;0
10093;0;0;0;0;0;0
10094;0;0;0;0;0;0
10095;0;0;0;0;0;0
10096;0;0;0;0;0;0
10097;0;0;0;0;0;0
10098;0;0;0;0;0;0
10099;0;0;0;0;0;0
10100;0;0;0;0;0;0
10101;0;0;0;0;0;0
10102;0;0;0;0;0;0
10103;0;0;0;0;0;0
10104;0;0;4;0;0;0
10105;0;0;0;0;0;0
10106;0;0;0;0;0;0
10107;0;0;0;0;0;0
10108;0;0;0;0;0;0
10109;0;0;0;0;0;0
10110;0;0;0;0;0;0
10111;0;0;0;0;0;0
10112;0;0;0;0;0;0
10113;0;0;0;0;0;0
10114;0;0;0;0;0;0
10115;0;67;0;25;0;35
10116;0;0;0;0;0;0
10117;0;0;0;0;0;0
10118;0;0;0;0;0;0
10119;0;0;0;0;0;0
10120;0;0;0;0;0;0
10121;0;0;0;0;0;0
10122;0;0;0;0;0;0
10123;0;0;0;0;23;0
10124;0;0;0;0;0;0
10125;0;0;0;0;0;0
10126;0;0;0;0;0;0
10127;0;0;0;0;0;0
10128;0;0;0;0;0;0
10129;0;0;0;0;0;0
10130;0;0;0;0;0;0
10131;0;0;0;0;0;0
10132;0;0;0;0;0;0
10133;0;0;0;0;0;0
10134;0;0;0;0;0;0
10135;0;0;0;0;0;0
10136;0;0;0;0;0;0
10137;0;0;0;0;0;0
10138;0;0;0;0;0;0
10139;0;0;0;0;0;0
10140;0;67;0;0;0;0
10141;0;0;0;0;0;35
10142;0;67;4;0;0;0
10143;0;0;0;0;0;0
10144;0;0;0;0;0;0
10145;0;0;0;0;0;0
10146;0;0;0;0;23;0
10147;0;0;0;0;0;0
10148;0;0;4;0;0;0
10149;0;0;0;0;0;0
10150;0;0;0;0;0;0
10151;0;67;0;5;0;35
10153;0;0;0;0;0;0
10154;0;0;0;0;0;0
10155;0;0;0;0;0;0
10156;0;0;0;0;0;0
10157;0;0;0;0;0;0
10158;0;0;0;0;0;0
10159;0;0;0;0;0;0
10160;0;0;0;0;0;0
10161;0;0;0;0;0;0
10162;0;0;0;0;0;0
10163;0;0;0;0;0;0
10164;0;0;0;0;0;0
10165;0;0;4;0;0;0
10166;0;0;0;0;0;0
10167;0;0;0;0;0;0
10168;0;0;0;0;0;0
10169;0;0;0;0;0;0
10170;0;0;0;0;0;0
10171;0;0;0;0;0;0
10172;0;0;0;0;0;0
10173;0;0;4;0;0;0
10174;0;0;0;0;0;0
10175;0;0;0;0;0;0
10176;0;0;0;0;0;0
10177;0;0;0;0;0;0
10178;0;0;0;0;0;0
10179;0;0;0;0;0;0
10180;0;0;0;0;0;0
10181;0;0;0;0;0;0
10182;0;0;0;0;0;0
10183;0;0;0;0;0;0
10184;0;0;0;0;0;0
10185;0;0;0;0;0;0
10186;0;0;4;0;0;0
10187;0;0;0;0;0;0
10188;0;0;0;0;0;0
10189;0;0;0;0;0;0
10190;0;0;0;0;0;0
10191;0;0;4;20;23;0
10192;0;0;0;0;0;0
10193;0;0;0;0;0;0
10194;0;0;0;0;0;0
10195;0;0;0;0;0;0
10196;0;0;0;0;0;0
10197;0;0;0;0;0;0
10198;0;0;4;0;0;0
10199;0;0;0;0;0;0
10200;0;0;0;0;0;0
10201;0;0;0;0;0;0
10202;0;0;4;0;0;0
10203;0;0;4;0;0;0
10204;0;0;0;0;0;0
10205;0;0;0;0;0;0
10206;0;0;0;0;0;0
10207;0;0;0;0;0;0
10208;0;0;0;0;0;0
10209;0;134;4;5;0;0
10210;0;0;0;0;0;0
10211;0;0;0;0;0;0
10212;0;0;0;0;0;0
10213;0;0;0;0;0;0
10214;0;0;0;0;0;0
10215;0;0;0;0;0;0
10216;54;0;0;0;0;35
10217;0;0;0;0;0;0
10218;0;0;0;0;0;0
10219;0;0;0;0;0;0
10220;0;0;4;20;23;0
10221;0;0;0;0;0;0
10222;0;0;0;0;0;0
10223;0;67;0;0;0;0
10224;0;0;4;0;0;0
10225;0;0;0;0;0;0
10226;0;0;0;0;0;0
10227;0;0;0;0;0;0
10228;0;0;0;0;0;0
10229;0;0;0;0;0;0
10230;0;0;0;0;0;0
10231;0;0;4;0;0;0
10232;0;0;0;0;0;0
10233;0;67;4;5;0;35
10234;0;0;0;0;0;0
10235;0;0;0;0;0;0
10236;0;0;0;0;0;0
10237;0;0;0;0;0;0
10238;0;0;4;0;23;0
10239;0;0;0;5;0;0
10240;0;0;0;0;0;0
10241;0;0;0;0;0;0
10242;0;0;0;0;0;0
10243;0;0;0;0;0;0
10245;0;0;0;5;0;0
10246;0;0;0;0;0;0
10247;0;0;0;0;0;0
10248;0;0;0;0;0;0
10249;0;0;0;0;0;0
10250;0;0;0;0;0;0
10251;0;0;0;0;0;0
10252;0;0;0;0;0;0
10253;0;0;0;0;0;0
10254;0;0;0;0;0;0
10255;0;0;0;0;0;0
10256;0;0;4;0;0;0
10257;0;0;0;0;0;0
10258;0;0;4;0;0;0
10259;0;0;0;0;0;0
10260;0;0;0;0;0;0
10261;0;67;0;0;0;35
10262;0;0;0;0;0;0
10263;0;0;0;0;0;0
10264;0;0;0;0;0;0
10265;0;67;0;5;0;0
10266;0;0;0;0;0;0
10267;0;0;0;0;0;0
10268;54;134;4;5;0;0
10269;0;0;0;0;0;0
10270;0;0;0;0;0;0
10271;0;0;0;0;0;0
10272;0;0;0;0;0;0
10273;0;0;0;0;0;0
10274;0;0;0;0;0;0
10275;0;0;4;0;0;0
10276;0;0;0;0;0;0
10278;0;0;0;0;0;0
10279;0;0;0;0;0;0
10280;0;0;4;0;0;0
10281;0;0;0;0;0;0
10282;0;0;4;0;0;0
10283;0;0;0;0;0;0
10284;0;0;0;0;0;0
10285;0;0;0;0;0;0
10286;0;0;0;0;0;0
10287;54;67;0;0;0;0
10288;0;0;0;0;0;0
10289;0;0;0;0;0;35
10290;0;0;0;0;0;0
10291;0;0;0;0;0;0
10293;0;0;0;0;0;0
10294;0;0;0;0;0;0
10295;0;0;0;0;0;0
10296;0;0;0;0;0;0
10297;54;67;4;390;161;0
10298;0;67;4;0;0;0
10299;0;0;0;0;0;0
10300;0;0;0;0;0;0
10301;0;0;0;0;0;0
10302;0;0;0;0;0;0
10303;0;0;0;0;0;0
10304;0;0;0;0;0;0
10305;0;0;0;0;0;0
10306;0;0;0;0;0;0
10307;0;0;4;0;0;0
10308;0;0;0;0;0;0
10309;0;0;0;0;0;0
10310;0;0;0;0;0;0
10312;0;0;0;0;0;0
10313;0;0;0;0;0;0
10314;0;67;0;0;0;0
10315;0;0;0;0;0;0
10316;0;0;0;0;0;0
10317;0;67;0;0;0;0
10318;0;0;0;0;0;0
10319;0;0;4;0;0;0
10320;0;0;0;0;0;0
10321;54;67;4;0;0;35
10323;54;268;4;80;69;70
10324;0;0;0;0;0;0
10325;0;0;0;0;23;35
10326;0;0;0;0;0;0
10327;0;0;4;0;0;0
10328;0;0;0;0;0;0
10329;0;0;0;0;0;0
10330;0;0;0;0;0;0
10331;0;0;4;0;0;0
10332;0;0;0;0;0;0
10333;54;67;0;5;0;70
10334;0;0;0;0;0;0
10335;0;0;0;0;0;0
10336;0;0;0;0;0;0
10337;0;0;0;0;0;0
10338;0;0;0;0;0;0
10339;0;0;0;0;0;0
10340;0;0;0;0;0;0
10341;0;0;0;0;0;0
10342;0;0;4;0;0;0
10343;54;67;4;170;46;35
10344;0;0;4;0;0;0
10345;0;0;4;0;0;0
10346;0;0;0;0;0;0
10347;0;0;0;0;0;0
10348;54;0;0;0;0;0
10349;0;0;4;0;23;0
10350;0;0;0;0;0;0
10351;0;0;0;0;0;0
10352;0;0;4;0;0;0
10353;0;0;4;0;0;0
10354;0;0;0;0;0;0
10355;0;0;0;0;0;0
10356;0;0;0;0;0;0
10357;54;67;4;105;46;105
10358;0;67;0;5;0;35
10359;0;0;0;0;0;0
10360;0;0;4;5;0;0
10361;0;0;0;0;0;0
10362;54;134;4;15;23;70
10363;0;0;0;0;0;0
10364;0;0;0;0;0;0
10365;0;0;0;0;0;0
10366;0;0;4;0;0;0
10367;0;0;0;0;0;0
10368;0;0;0;0;0;0
10369;0;0;0;0;0;0
10370;0;0;0;0;0;0
10371;0;0;0;0;0;0
10372;0;67;0;0;0;0
10373;0;0;0;0;0;0
10374;0;0;0;0;0;0
10375;0;0;4;0;0;0
10376;0;0;0;0;0;0
10377;0;0;0;0;0;0
10378;0;0;0;0;0;0
10379;0;0;0;0;0;0
10380;0;0;0;0;0;0
10381;0;0;0;0;0;0
10382;0;67;0;5;0;35
10383;0;0;0;0;0;0
10384;0;0;0;0;0;0
10386;0;0;0;0;0;0
10387;540;737;8;375;138;770
10388;0;0;0;0;0;0
10389;0;0;0;0;0;0
10390;0;0;0;0;0;0
10391;0;0;0;0;0;0
10392;0;0;0;0;23;0
10393;0;0;0;0;0;0
10394;0;0;0;0;0;0
10395;0;0;0;0;0;0
10396;0;0;4;0;0;0
10397;0;0;0;0;0;0
10398;0;0;0;0;0;0
10399;0;0;0;0;0;0
10400;0;0;0;0;0;0
10401;0;67;0;0;0;35
10402;0;0;0;0;0;0
10403;0;0;0;0;0;0
10404;0;0;0;0;0;0
10405;0;0;0;0;0;0
10406;0;0;0;0;0;0
10408;0;0;0;0;0;0
10409;0;0;0;0;0;0
10410;0;0;0;0;0;0
10411;0;0;0;0;0;0
10412;54;0;0;0;0;0
10414;0;0;0;0;0;0
10416;0;0;0;0;0;0
10417;0;0;0;0;0;0
10418;0;0;0;0;0;0
10419;0;0;0;0;0;0
10420;0;67;4;0;0;0
10421;0;0;0;0;0;0
10422;0;0;0;0;0;0
10423;0;0;0;0;0;0
10424;0;0;0;0;0;0
10425;0;0;0;0;0;0
10426;0;0;0;0;0;0
10427;0;0;0;0;0;0
10428;0;0;0;0;0;0
10429;0;0;0;0;0;0
10430;0;0;0;0;0;0
10431;0;0;0;0;0;0
10432;0;0;0;0;0;0
10433;0;0;0;0;0;0
10434;0;0;0;0;0;0
10435;0;0;0;0;0;0
10436;0;0;0;0;0;0
10437;0;0;0;0;0;0
10438;0;0;0;0;0;0
10439;0;0;0;0;0;0
10440;0;0;0;0;0;0
10441;0;0;0;0;0;0
10442;0;0;0;0;0;0
10443;0;0;0;0;0;0
10444;0;0;0;0;0;0
10445;0;0;0;0;0;0
11001;0;0;4;0;0;0
11002;0;0;4;0;0;0
11003;0;0;4;0;0;0
11004;0;0;4;0;0;0
11005;0;0;4;0;0;0
11006;0;0;0;0;0;0
11007;0;0;0;0;0;0
11008;0;0;4;0;0;0
11009;0;0;8;5;0;35
11010;54;0;4;0;0;0
11011;0;0;4;0;0;0
11012;0;0;4;0;0;0
11013;0;0;4;0;0;0
11014;0;0;4;0;0;0
11015;0;0;0;0;0;35
11016;0;0;0;0;0;0
11017;0;0;0;0;0;0
11018;0;0;8;0;0;0
11019;0;0;4;0;0;0
11020;0;0;0;0;0;0
11021;0;0;4;0;0;35
11022;0;0;8;0;0;0
11023;54;0;4;0;0;0
11024;0;0;4;0;0;0
11025;0;0;0;0;0;0
11026;0;0;4;0;0;0
11027;0;0;4;0;0;0
11028;0;67;0;0;0;0
11029;0;0;4;0;0;0
11030;0;0;0;0;0;0
11031;0;0;4;0;0;0
11032;0;0;4;0;0;0
11033;54;67;4;0;0;0
11034;54;0;4;0;0;0
11035;0;0;4;0;0;0
11036;0;0;0;0;0;0
11037;0;0;0;0;0;0
11038;0;0;4;0;0;0
11039;0;0;0;0;0;0
11040;0;67;4;0;0;0
11041;0;0;4;0;0;0
11042;0;0;4;0;0;0
11043;0;0;4;0;0;0
11044;0;0;0;0;0;0
11045;0;0;0;0;0;0
11046;0;0;0;0;0;0
