REG;Région;DEP;CODARR;CODCAN;CODCOM;COM;Commune;PMUN;PCAP;PTOT;NB_D401;NB_D402;NB_D403;NB_D502;NB_D601;NB_D602;NB_D603;NB_D604;NB_D605;NB_D606;NB_D701;NB_D702;NB_D703;NB_D704;NB_D705;NB_D709;NB_B101;NB_B102;NB_B103;NB_B201;NB_B202;NB_B203;NB_B204;NB_B205;NB_B206;NB_B301;NB_B302;NB_B303;NB_B304;NB_B305;NB_B306;NB_B307;NB_B308;NB_B309;NB_B310;NB_B311;NB_B312;NB_B313;NB_B315;NB_B316;NB_C101;NB_C101_NB_CANT;NB_C101_NB_EP;NB_C101_NB_RPIC;NB_C102;NB_C102_NB_CANT;NB_C102_NB_EP;NB_C104;NB_C104_NB_CANT;NB_C104_NB_PELEM;NB_C104_NB_EP;NB_C104_NB_RPIC;NB_C105;NB_C105_NB_CANT;NB_C105_NB_PELEM;NB_C105_NB_EP;NB_C101PR;NB_C101PR_NB_CANT;NB_C101PR_NB_EP;NB_C101PR_NB_RPIC;NB_C102PR;NB_C102PR_NB_CANT;NB_C102PR_NB_EP;NB_C104PR;NB_C104PR_NB_CANT;NB_C104PR_NB_PELEM;NB_C104PR_NB_EP;NB_C104PR_NB_RPIC;NB_C105PR;NB_C105PR_NB_CANT;NB_C105PR_NB_PELEM;NB_C105PR_NB_EP;NB_C101PU;NB_C101PU_NB_CANT;NB_C101PU_NB_EP;NB_C101PU_NB_RPIC;NB_C102PU;NB_C102PU_NB_CANT;NB_C102PU_NB_EP;NB_C104PU;NB_C104PU_NB_CANT;NB_C104PU_NB_PELEM;NB_C104PU_NB_EP;NB_C104PU_NB_RPIC;NB_C105PU;NB_C105PU_NB_CANT;NB_C105PU_NB_PELEM;NB_C105PU_NB_EP;NB_C201;NB_C201_NB_CANT;NB_C201_NB_EP;NB_C201_NB_INT;NB_C301;NB_C301_NB_CANT;NB_C301_NB_PGE;NB_C301_NB_EP;NB_C301_NB_INT;NB_C302;NB_C302_NB_CANT;NB_C302_NB_PGE;NB_C302_NB_EP;NB_C302_NB_INT;NB_C303;NB_C303_NB_CANT;NB_C303_NB_PGE;NB_C303_NB_INT;NB_C304;NB_C304_NB_CANT;NB_C304_NB_INT;NB_C305;NB_C305_NB_CANT;NB_C305_NB_INT;NB_C201PR;NB_C201PR_NB_CANT;NB_C201PR_NB_EP;NB_C201PR_NB_INT;NB_C301PR;NB_C301PR_NB_CANT;NB_C301PR_NB_PGE;NB_C301PR_NB_EP;NB_C301PR_NB_INT;NB_C302PR;NB_C302PR_NB_CANT;NB_C302PR_NB_PGE;NB_C302PR_NB_EP;NB_C302PR_NB_INT;NB_C303PR;NB_C303PR_NB_CANT;NB_C303PR_NB_PGE;NB_C303PR_NB_INT;NB_C304PR;NB_C304PR_NB_CANT;NB_C304PR_NB_INT;NB_C305PR;NB_C305PR_NB_CANT;NB_C305PR_NB_INT;NB_C201PU;NB_C201PU_NB_CANT;NB_C201PU_NB_EP;NB_C201PU_NB_INT;NB_C301PU;NB_C301PU_NB_CANT;NB_C301PU_NB_PGE;NB_C301PU_NB_EP;NB_C301PU_NB_INT;NB_C302PU;NB_C302PU_NB_CANT;NB_C302PU_NB_PGE;NB_C302PU_NB_EP;NB_C302PU_NB_INT;NB_C303PU;NB_C303PU_NB_CANT;NB_C303PU_NB_PGE;NB_C303PU_NB_INT;NB_C304PU;NB_C304PU_NB_CANT;NB_C304PU_NB_INT;NB_C305PU;NB_C305PU_NB_CANT;NB_C305PU_NB_INT;NB_C401;NB_C402;NB_C403;NB_C409;NB_C501;NB_C502;NB_C503;NB_C504;NB_C505;NB_C505_NB_INT;NB_C509;NB_C601;NB_C602;NB_C603;NB_C604;NB_C605;NB_C605_NB_INT;NB_C609;NB_C701;NB_C702;NB_C401PR;NB_C402PR;NB_C403PR;NB_C409PR;NB_C501PR;NB_C502PR;NB_C503PR;NB_C504PR;NB_C505PR;NB_C505PR_NB_INT;NB_C509PR;NB_C601PR;NB_C602PR;NB_C603PR;NB_C604PR;NB_C605PR;NB_C605PR_NB_INT;NB_C609PR;NB_C701PR;NB_C702PR;NB_C401PU;NB_C402PU;NB_C403PU;NB_C409PU;NB_C501PU;NB_C502PU;NB_C503PU;NB_C505PU;NB_C505PU_NB_INT;NB_C509PU;NB_C601PU;NB_C602PU;NB_C603PU;NB_C604PU;NB_C605PU;NB_C605PU_NB_INT;NB_C609PU;NB_C701PU;NB_C702PU;NB_D201;NB_D202;NB_D203;NB_D206;NB_D207;NB_D208;NB_D209;NB_D210;NB_D211;NB_D212;NB_D213;NB_D214;NB_D221;NB_D231;NB_D232;NB_D233;NB_D235;NB_D236;NB_D237;NB_D238;NB_D239;NB_D240;NB_D242;NB_D243;NB_A101;NB_A104;NB_A105;NB_A108;NB_A109;NB_A120;NB_A121;NB_A122;NB_A124;NB_A125;NB_A126;NB_A128;NB_A129;NB_A130;NB_A131;NB_A132;NB_A203;NB_A205;NB_A206;NB_A207;NB_A208;NB_A301;NB_A302;NB_A303;NB_A304;NB_A401;NB_A402;NB_A403;NB_A404;NB_A405;NB_A406;NB_A501;NB_A502;NB_A503;NB_A504;NB_A505;NB_A506;NB_A507;NB_D101;NB_D102;NB_D103;NB_D104;NB_D105;NB_D106;NB_D107;NB_D108;NB_D109;NB_D110;NB_D111;NB_D112;NB_D113;NB_D302;NB_D303;NB_D304;NB_D305;NB_D307;NB_F101;NB_F101_NB_AIREJEU;NB_F101_NB_COU;NB_F101_NB_ECL;NB_F102;NB_F102_NB_AIREJEU;NB_F102_NB_COU;NB_F102_NB_ECL;NB_F103;NB_F103_NB_AIREJEU;NB_F103_NB_COU;NB_F103_NB_ECL;NB_F104;NB_F104_NB_AIREJEU;NB_F104_NB_COU;NB_F104_NB_ECL;NB_F105;NB_F105_NB_AIREJEU;NB_F105_NB_COU;NB_F105_NB_ECL;NB_F106;NB_F106_NB_AIREJEU;NB_F106_NB_COU;NB_F106_NB_ECL;NB_F107;NB_F107_NB_AIREJEU;NB_F107_NB_COU;NB_F107_NB_ECL;NB_F108;NB_F108_NB_AIREJEU;NB_F108_NB_COU;NB_F108_NB_ECL;NB_F109;NB_F109_NB_AIREJEU;NB_F109_NB_COU;NB_F109_NB_ECL;NB_F110;NB_F110_NB_AIREJEU;NB_F110_NB_COU;NB_F110_NB_ECL;NB_F111;NB_F111_NB_AIREJEU;NB_F111_NB_COU;NB_F111_NB_ECL;NB_F112;NB_F112_NB_AIREJEU;NB_F112_NB_COU;NB_F112_NB_ECL;NB_F113;NB_F113_NB_AIREJEU;NB_F113_NB_COU;NB_F113_NB_ECL;NB_F114;NB_F114_NB_AIREJEU;NB_F114_NB_COU;NB_F114_NB_ECL;NB_F116;NB_F116_NB_AIREJEU;NB_F116_NB_COU;NB_F116_NB_ECL;NB_F117;NB_F117_NB_AIREJEU;NB_F117_NB_COU;NB_F117_NB_ECL;NB_F118;NB_F118_NB_AIREJEU;NB_F118_NB_COU;NB_F118_NB_ECL;NB_F119;NB_F119_NB_AIREJEU;NB_F119_NB_COU;NB_F119_NB_ECL;NB_F120;NB_F120_NB_AIREJEU;NB_F120_NB_COU;NB_F120_NB_ECL;NB_F121;NB_F121_NB_AIREJEU;NB_F121_NB_COU;NB_F121_NB_ECL;NB_F201;NB_F201_NB_AIREJEU;NB_F202;NB_F202_NB_AIREJEU;NB_F203;NB_F203_NB_AIREJEU;NB_F303;NB_F303_NB_SALLES;NB_F305;NB_F307;NB_F311;NB_F312;NB_F313;NB_F314;NB_F315;NB_F315_NB_SALLES;NB_E101;NB_E102;NB_E107;NB_E108;NB_E109;NB_G101;NB_G102;NB_G103;NB_G104
32;Hauts-de-France;60;3;17;471;60471;Noyon;12987;228;13215;3;0;0;2;1;1;2;2;2;0;0;0;0;1;1;4;1;6;2;1;6;6;7;1;1;5;11;3;3;0;3;3;0;2;2;4;6;7;3;3;6;0;5;0;0;0;0;7;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;6;0;5;0;0;0;0;6;1;1;4;0;0;0;0;0;3;3;2;2;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;13;1;1;0;0;2;1;1;0;2;0;8;7;3;25;4;2;2;5;0;0;1;4;4;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;0;9;2;1;0;0;27;3;1;6;12;15;7;19;12;5;22;2;4;52;6;4;10;1;1;1;1;0;1;0;1;5;0;1;0;0;3;2;0;0;6;1;2;1;1;1;1;0;1;2;5;1;1;0;0;0;0;0;0;0;0;1;2;1;1;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;7;10;0;1;3;6;3;3;6;9;0;3;3;5;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;3;1;1;4;4;3;3;0;0;0;0;0;0;1;4;1;1;0;2;0;0;1;2;15;0;0;1;0;0;3;0;0
32;Hauts-de-France;60;4;18;509;60509;Pont-Sainte-Maxence;12291;130;12421;2;0;0;5;0;1;1;0;0;0;0;0;0;0;0;1;1;5;1;0;3;9;3;1;0;2;8;0;0;0;0;1;0;0;3;2;4;4;1;3;4;0;0;0;0;0;0;7;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;4;0;0;0;0;0;0;6;4;1;0;0;0;0;0;0;2;2;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;1;0;0;1;0;0;0;0;0;1;6;1;10;9;3;1;4;1;0;2;0;3;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;9;2;1;0;0;14;1;2;3;5;10;6;9;9;5;19;4;1;42;13;3;11;0;1;1;1;0;0;0;0;2;0;0;0;0;2;1;0;0;5;1;1;1;1;1;1;0;0;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;7;0;1;2;2;2;2;3;6;0;2;2;3;2;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;1;1;3;3;3;3;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;16;0;0;0;0;1;0;0;0
32;Hauts-de-France;60;4;20;612;60612;Senlis;15255;550;15805;3;1;1;6;0;1;0;1;0;1;1;0;0;0;0;1;2;3;0;0;7;9;3;1;1;4;21;0;0;0;1;1;0;2;4;4;9;5;3;4;4;1;0;0;0;0;0;5;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;4;1;0;0;0;0;0;4;4;2;0;0;0;0;0;0;3;3;0;0;2;2;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;4;2;1;4;1;2;3;0;16;1;6;20;4;17;19;8;3;6;0;0;4;1;13;0;1;0;0;0;0;1;0;0;0;0;1;1;1;1;0;10;3;1;1;0;16;2;0;7;16;18;6;7;10;14;22;7;4;51;21;4;9;2;2;1;1;0;1;1;1;4;0;1;0;0;3;2;0;0;5;1;1;1;1;4;7;0;1;3;9;1;1;1;1;0;1;0;0;0;0;2;10;2;2;2;2;0;1;0;0;0;0;1;1;0;0;0;0;0;0;8;11;0;0;6;11;6;6;3;7;1;2;3;3;3;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;5;3;2;6;6;6;6;0;0;0;0;0;0;1;1;0;2;0;2;1;0;0;0;14;0;0;0;0;7;6;0;1
28;Normandie;61;2;98;6;61006;Argentan;13291;368;13659;4;1;0;4;1;1;2;3;2;1;1;1;1;0;0;3;1;5;3;1;4;14;8;1;0;8;23;2;3;1;4;1;0;1;3;2;8;8;4;4;0;0;0;0;0;0;0;8;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;0;0;0;0;0;0;3;3;0;1;2;2;0;0;2;1;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;3;1;0;0;3;0;0;0;0;0;2;14;2;21;10;1;1;5;2;0;3;0;4;0;1;0;1;0;0;2;1;0;0;0;1;1;1;1;0;9;3;1;2;0;15;2;0;5;12;6;9;7;2;3;21;3;5;40;8;4;7;1;1;0;2;0;1;1;2;4;0;1;1;1;1;2;1;0;7;1;2;1;1;3;3;1;1;3;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;1;7;11;7;7;2;12;0;1;1;1;1;1;2;2;2;2;2;2;0;0;1;1;0;0;1;1;1;1;4;6;4;3;8;8;7;8;0;0;0;0;0;0;1;3;1;1;0;0;0;1;1;2;1;0;0;1;0;1;4;1;2
28;Normandie;61;2;99;169;61169;Flers;14482;339;14821;4;1;2;4;5;1;0;3;2;1;1;1;1;0;0;3;2;2;3;2;5;21;10;1;0;7;36;4;6;4;7;5;0;4;5;4;6;10;6;5;2;2;0;0;0;0;0;7;7;5;2;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;0;0;0;0;0;2;2;0;0;0;0;0;4;4;2;2;0;0;0;0;0;3;3;1;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10;1;0;0;0;1;1;0;1;8;0;1;12;2;35;15;3;0;6;1;0;0;0;4;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;10;3;1;1;0;17;3;0;9;10;9;13;20;12;2;27;4;9;54;12;4;12;1;2;0;3;0;1;1;1;5;1;2;1;0;1;3;0;0;8;1;4;1;1;1;2;1;1;1;7;1;1;0;0;0;0;0;0;0;0;1;3;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;4;4;4;12;1;3;3;3;3;3;0;0;0;0;2;2;0;0;0;0;0;0;1;1;1;1;1;2;1;1;4;5;4;4;0;0;0;0;1;1;1;4;0;1;1;2;0;1;1;1;6;0;0;1;0;3;4;1;0
32;Hauts-de-France;62;2;5;48;62048;Auchel;10062;43;10105;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;1;2;6;4;0;0;0;7;1;3;1;0;0;0;2;0;1;6;4;0;1;5;0;5;0;0;0;0;6;6;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;6;6;1;6;0;0;0;0;0;2;2;2;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;6;2;22;12;4;1;4;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;5;2;1;1;0;9;1;0;2;4;11;7;7;7;5;18;1;0;20;2;0;4;0;1;1;0;0;0;0;1;3;0;0;0;2;1;1;0;0;4;1;2;1;1;2;4;0;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;3;3;0;0;0;0;0;0;7;8;0;0;0;0;0;0;5;8;0;2;1;1;1;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;5;5;5;5;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
32;Hauts-de-France;62;7;8;65;62065;Avion;17672;135;17807;2;1;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;3;1;1;3;4;5;0;0;1;4;0;1;0;0;0;0;0;0;0;4;2;1;1;6;6;3;0;0;0;0;7;7;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;3;0;0;0;0;7;7;1;3;0;0;0;0;0;2;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;1;1;27;10;10;0;3;1;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;2;1;0;0;7;1;0;3;9;13;3;15;16;5;23;1;0;23;4;0;4;0;0;0;2;0;0;0;2;1;0;0;0;1;1;2;0;0;6;1;1;1;1;8;11;1;3;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;2;2;0;0;0;0;0;0;4;5;0;0;5;5;5;5;9;22;1;3;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;6;6;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;9;0;0;0;1;0;0;0;0
32;Hauts-de-France;62;4;10;108;62108;Berck;13298;337;13635;3;1;3;5;2;3;7;7;3;0;0;0;1;0;1;3;1;3;1;3;4;15;6;1;4;4;41;4;4;1;1;3;0;0;3;4;4;11;5;4;3;3;0;0;0;0;0;6;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;3;3;0;0;0;0;0;4;4;1;0;0;0;0;0;0;2;2;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;0;0;0;0;1;2;0;0;17;0;1;8;0;44;24;6;0;3;1;8;1;1;5;1;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;9;2;1;1;0;11;3;0;3;3;13;6;11;6;4;27;4;0;82;19;3;10;1;3;0;2;0;0;0;0;0;0;1;0;0;2;1;0;0;7;2;4;2;2;2;5;0;1;1;7;1;1;0;0;0;0;0;0;0;0;1;3;1;1;2;2;0;0;1;2;0;0;1;1;0;0;0;0;0;0;4;5;0;0;2;2;2;2;1;5;0;1;1;2;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;2;3;2;2;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;3;0;0;0;0;1;9;10;1
32;Hauts-de-France;62;7;17;186;62186;Bully-les-Mines;12221;75;12296;3;1;0;1;1;1;1;1;0;1;1;0;0;0;0;2;0;4;0;0;2;9;5;0;0;0;5;1;4;0;1;0;0;1;1;0;2;2;1;2;5;5;1;0;0;0;0;5;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;1;0;0;0;0;5;5;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4;0;0;4;0;14;15;4;1;2;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;5;1;1;0;0;3;1;1;2;9;10;7;8;6;5;16;1;0;14;4;0;14;0;1;0;3;0;0;0;3;1;0;0;0;0;1;0;0;0;5;1;1;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;3;2;2;2;5;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;4;4;4;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0
32;Hauts-de-France;62;7;21;215;62215;Carvin;17852;96;17948;1;1;3;1;1;1;2;4;0;0;0;0;0;0;0;1;1;3;1;0;9;5;6;0;0;1;10;1;3;0;3;1;0;1;2;1;3;8;2;3;4;3;0;0;0;0;0;6;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;4;3;0;0;0;0;0;5;5;2;0;0;0;0;0;0;3;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;1;1;0;1;0;0;0;0;0;0;13;2;26;27;16;2;6;0;0;2;2;8;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;8;2;1;0;0;20;3;2;4;7;9;19;13;15;7;33;6;1;38;14;1;15;0;1;0;0;0;0;0;2;2;0;0;0;1;1;0;0;0;7;0;0;0;0;3;6;2;1;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;10;10;0;0;6;7;6;5;5;15;0;4;2;2;2;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;6;3;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;0;0;0;0;2;1;0;0
32;Hauts-de-France;62;7;21;250;62250;Courrières;10199;100;10299;2;1;0;1;1;0;2;0;1;1;0;0;0;0;0;0;1;2;0;0;3;7;4;1;0;1;7;0;0;0;2;2;0;1;0;1;3;2;0;2;4;4;0;0;0;0;0;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;4;4;0;0;0;0;0;3;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;9;0;19;24;4;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;11;0;1;2;13;12;9;9;12;5;13;1;1;11;7;2;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;1;1;1;1;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;1;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;4;7;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;5;2;2;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0
32;Hauts-de-France;62;4;24;318;62318;Étaples;10930;127;11057;2;1;1;2;0;0;3;1;1;0;0;0;0;0;0;1;1;5;2;1;0;12;6;0;2;1;15;2;2;2;2;6;0;0;1;2;7;5;3;3;2;2;2;0;0;0;0;5;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;2;2;2;0;0;0;0;3;3;1;3;0;0;0;0;0;2;2;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;17;2;2;0;0;3;1;0;0;17;1;1;9;2;27;16;6;2;4;3;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;7;3;1;0;0;12;2;1;4;6;18;10;18;9;0;26;2;1;24;10;4;7;0;0;0;2;0;0;0;0;0;0;0;0;1;1;2;0;0;5;1;1;1;1;1;1;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;4;0;2;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;1;0;0;4;1;0
