"REG" "Région" "DEP" "CODARR" "CODCAN" "CODCOM" "COM" "Commune" "PMUN" "PCAP" "PTOT" "Physiologique" "Sécurité" "Appartenance" "Estime" "Actualisation.de.soi" "Cognitif" "latitude" "longitude"
"180" 52 "Pays de la Loire" "44" 5 6 36 "44036" "Châteaubriant" 12189 440 12629 108 201 28 115 92 70 47.7194057 -1.3757282
"181" 52 "Pays de la Loire" "44" 3 2 55 "44055" "La Baule-Escoublac" 16468 566 17034 108 268 16 545 115 350 47.2843726 -2.3951595
"182" 52 "Pays de la Loire" "44" 3 9 69 "44069" "Guérande" 16151 582 16733 108 201 8 175 230 140 47.3282126 -2.4298014
"183" 52 "Pays de la Loire" "44" 3 19 129 "44129" "Pontchâteau" 11075 283 11358 54 134 4 20 0 70 47.4373374 -2.0880233
"184" 52 "Pays de la Loire" "44" 3 20 131 "44131" "Pornic" 17910 445 18355 54 201 8 220 161 210 47.1152695 -2.1040102
"185" 52 "Pays de la Loire" "44" 3 2 132 "44132" "Pornichet" 12121 309 12430 108 134 8 60 322 70 47.2613293 -2.3364238
"186" 52 "Pays de la Loire" "44" 3 23 154 "44154" "Saint-Brevin-les-Pins" 14411 363 14774 54 134 16 20 46 70 47.2473358 -2.1677298
"187" 52 "Pays de la Loire" "44" 2 4 172 "44172" "Sainte-Luce-sur-Loire" 15527 257 15784 162 67 4 35 0 105 47.2493864 -1.4865339
"188" 52 "Pays de la Loire" "44" 2 4 204 "44204" "Thouaré-sur-Loire" 10783 171 10954 54 134 8 10 23 35 47.2668824 -1.4410916
"189" 52 "Pays de la Loire" "44" 5 5 209 "44209" "Treillières" 10230 260 10490 162 67 4 5 46 0 47.3309103 -1.6240815
"190" 24 "Centre-Val de Loire" "45" 1 2 4 "45004" "Amilly" 13267 568 13835 108 201 12 75 92 70 47.9778853 2.7673117
"191" 24 "Centre-Val de Loire" "45" 1 2 68 "45068" "Châlette-sur-Loing" 12728 226 12954 108 67 8 10 23 35 48.0216458 2.7379766
"192" 24 "Centre-Val de Loire" "45" 2 19 75 "45075" "La Chapelle-Saint-Mesmin" 10218 196 10414 162 201 8 0 0 35 47.8869822 1.8398174
"193" 24 "Centre-Val de Loire" "45" 1 7 155 "45155" "Gien" 13387 398 13785 54 134 4 100 46 175 47.6918575 2.6313889
"194" 24 "Centre-Val de Loire" "45" 1 11 208 "45208" "Montargis" 15061 439 15500 216 268 8 265 0 210 47.9978628 2.7310072
"195" 24 "Centre-Val de Loire" "45" 2 19 285 "45285" "Saint-Jean-de-la-Ruelle" 16594 246 16840 216 67 4 75 92 0 47.9098024 1.8717431
"196" 24 "Centre-Val de Loire" "45" 2 15 302 "45302" "Saran" 16679 209 16888 162 134 4 140 92 35 47.9514553 1.8749906
"197" 75 "Nouvelle-Aquitaine" "47" 2 98 157 "47157" "Marmande" 17239 502 17741 216 201 16 225 92 315 44.5007939 0.164274
"198" 76 "Occitanie" "48" 2 99 95 "48095" "Mende" 12316 771 13087 108 335 8 95 207 105 44.5180226 3.4991057
"199" 52 "Pays de la Loire" "49" 1 4 15 "49015" "Avrillé" 14938 392 15330 216 134 24 15 69 0 47.5045657 -0.5956539
"200" 52 "Pays de la Loire" "49" 3 8 18 "49018" "Baugé-en-Anjou" 11757 240 11997 108 268 128 25 0 0 47.5612379 -0.1036842
"201" 52 "Pays de la Loire" "49" 1 86 50 "49050" "Brissac Loire Aubance" 10895 280 11175 216 67 52 10 46 105 47.3394203 -0.4428858
"202" 52 "Pays de la Loire" "49" 2 16 69 "49069" "Orée d'Anjou" 16709 311 17020 108 268 60 5 0 0 47.3042461 -1.2103047
"203" 52 "Pays de la Loire" "49" 3 14 125 "49125" "Doué-en-Anjou" 11228 239 11467 54 67 20 25 23 70 47.1896337 -0.2938656
"204" 52 "Pays de la Loire" "49" 2 9 218 "49218" "Montrevault-sur-Èvre" 15755 300 16055 54 201 68 5 0 35 47.2494064 -1.0500983
"205" 52 "Pays de la Loire" "49" 2 16 244 "49244" "Mauges-sur-Loire" 18331 493 18824 108 335 60 25 23 105 47.3492914 -0.8660318
"206" 52 "Pays de la Loire" "49" 1 17 246 "49246" "Les Ponts-de-Cé" 12725 546 13271 108 134 40 10 23 70 47.4286962 -0.5270662
"207" 52 "Pays de la Loire" "49" 1 7 307 "49307" "Loire-Authion" 16416 576 16992 54 335 96 10 0 70 47.469642 -0.3825314
"208" 52 "Pays de la Loire" "49" 4 20 331 "49331" "Segré-en-Anjou Bleu" 17699 797 18496 54 335 56 50 46 70 47.6811163 -0.8715571
"209" 52 "Pays de la Loire" "49" 1 7 353 "49353" "Trélazé" 15358 186 15544 162 134 20 40 0 35 47.4460674 -0.4652452
"210" 28 "Normandie" "50" 1 84 25 "50025" "Avranches" 10240 508 10748 54 335 24 200 69 245 48.6862085 -1.3579476
"211" 28 "Normandie" "50" 2 14 41 "50041" "La Hague" 11223 295 11518 54 67 0 0 0 0 49.6548321 -1.7991053
"212" 28 "Normandie" "50" 4 83 99 "50099" "Carentan-les-Marais" 10220 156 10376 54 134 20 50 23 35 49.30329 -1.2463444
"213" 28 "Normandie" "50" 1 13 218 "50218" "Granville" 12581 698 13279 108 268 8 320 299 245 48.8376296 -1.5959177
"214" 28 "Normandie" "50" 4 99 502 "50502" "Saint-Lô" 19373 808 20181 216 268 4 195 69 245 49.115808 -1.0909278
"215" 44 "Grand Est" "51" 3 14 573 "51573" "Tinqueux" 10552 130 10682 162 67 16 45 92 105 49.2479272 3.9861411
"216" 44 "Grand Est" "51" 4 23 649 "51649" "Vitry-le-François" 11454 208 11662 54 268 8 85 69 175 48.7262225 4.5851622
"217" 52 "Pays de la Loire" "53" 1 88 62 "53062" "Château-Gontier-sur-Mayenne" 16710 660 17370 108 134 32 155 46 35 47.8209176 -0.7031791
"218" 52 "Pays de la Loire" "53" 3 14 147 "53147" "Mayenne" 12900 677 13577 54 335 8 125 69 175 48.1507819 -0.6491274
"219" 44 "Grand Est" "54" 3 6 304 "54304" "Laxou" 14671 183 14854 378 268 8 35 23 140 48.6848709 6.1522232
"220" 44 "Grand Est" "54" 1 7 323 "54323" "Longwy" 15191 226 15417 54 201 0 45 46 105 49.5145564 5.7679082
"221" 44 "Grand Est" "54" 2 98 329 "54329" "Lunéville" 17755 296 18051 162 268 8 115 23 245 48.5916164 6.4919563
"222" 44 "Grand Est" "54" 3 18 431 "54431" "Pont-à-Mousson" 14338 210 14548 108 201 8 80 69 140 48.9025946 6.0547691
"223" 44 "Grand Est" "54" 3 19 482 "54482" "Saint-Max" 10073 86 10159 108 201 4 10 0 70 48.7005548 6.2074377
"224" 44 "Grand Est" "54" 4 20 528 "54528" "Toul" 15849 212 16061 108 268 8 85 46 175 48.6762624 5.8941759
"225" 44 "Grand Est" "54" 3 6 578 "54578" "Villers-lès-Nancy" 14761 325 15086 108 268 4 0 23 70 48.6731344 6.1536378
"226" 44 "Grand Est" "54" 1 23 580 "54580" "Villerupt" 10069 89 10158 54 67 4 25 0 70 49.468468 5.9326783
"227" 44 "Grand Est" "55" 1 98 29 "55029" "Bar-le-Duc" 14668 564 15232 162 335 16 125 46 280 48.7712673 5.1623805
"228" 44 "Grand Est" "55" 3 99 545 "55545" "Verdun" 16689 969 17658 108 268 4 230 69 105 49.1589278 5.3867277
"229" 53 "Bretagne" "56" 1 1 7 "56007" "Auray" 14222 369 14591 54 268 4 270 184 175 47.6664485 -2.9833718
"230" 53 "Bretagne" "56" 1 5 78 "56078" "Guidel" 11947 306 12253 54 134 8 20 46 70 47.7894226 -3.4914955
"231" 53 "Bretagne" "56" 1 6 83 "56083" "Hennebont" 15746 450 16196 54 268 0 50 138 70 47.8058026 -3.2751174
"232" 53 "Bretagne" "56" 1 12 162 "56162" "Ploemeur" 18591 637 19228 162 335 8 45 46 35 47.7354591 -3.4270534
"233" 53 "Bretagne" "56" 2 15 178 "56178" "Pontivy" 14774 856 15630 54 268 12 255 69 140 48.0647729 -2.9675702
"234" 53 "Bretagne" "56" 3 21 206 "56206" "Saint-Avé" 11927 287 12214 54 268 4 5 23 0 47.6903849 -2.7358875
"235" 44 "Grand Est" "57" 9 18 19 "57019" "Amnéville" 10828 80 10908 54 134 8 15 0 35 49.2603613 6.1420739
"236" 44 "Grand Est" "57" 3 3 160 "57160" "Creutzwald" 12514 190 12704 108 201 16 85 23 70 49.2052869 6.6963095
"237" 44 "Grand Est" "57" 7 6 206 "57206" "Fameck" 14798 167 14965 54 67 20 40 0 70 49.3043497 6.1041352
"238" 44 "Grand Est" "57" 7 6 221 "57221" "Florange" 11869 105 11974 54 67 16 10 0 0 49.3278069 6.122827
"239" 44 "Grand Est" "57" 3 9 240 "57240" "Freyming-Merlebach" 13027 120 13147 0 268 8 45 0 0 49.1469437 6.8184829
"240" 44 "Grand Est" "57" 7 10 306 "57306" "Hayange" 15968 214 16182 54 134 12 55 0 35 49.3304353 6.0636733
"241" 44 "Grand Est" "57" 9 24 433 "57433" "Maizières-lès-Metz" 11792 98 11890 54 134 16 0 0 0 49.210252 6.1600345
"242" 44 "Grand Est" "57" 3 19 606 "57606" "Saint-Avold" 15045 313 15358 54 201 24 110 46 70 49.1043397 6.7071754
"243" 44 "Grand Est" "57" 5 21 630 "57630" "Sarrebourg" 12359 302 12661 54 134 8 235 92 245 48.734239 7.0557352
"244" 44 "Grand Est" "57" 3 25 660 "57660" "Stiring-Wendel" 11067 113 11180 54 134 12 0 0 70 49.2011432 6.9276846
"245" 44 "Grand Est" "57" 9 24 751 "57751" "Woippy" 14302 112 14414 54 67 4 0 46 70 49.1515848 6.1519224
"246" 44 "Grand Est" "57" 7 27 757 "57757" "Yutz" 17401 282 17683 162 201 20 20 46 70 49.3615058 6.1919276
"247" 32 "Hauts-de-France" "59" 5 2 11 "59011" "Annœullin" 10780 99 10879 108 134 0 15 0 0 50.5279 2.92648
"248" 32 "Hauts-de-France" "59" 6 3 14 "59014" "Anzin" 13422 82 13504 108 134 12 30 0 105 50.3703966 3.5020684
"249" 32 "Hauts-de-France" "59" 4 8 43 "59043" "Bailleul" 14869 229 15098 162 201 4 100 92 70 50.7396668 2.7349286
"250" 32 "Hauts-de-France" "59" 6 3 112 "59112" "Bruay-sur-l'Escaut" 11309 54 11363 54 67 8 5 23 70 50.397277 3.5379105
"251" 32 "Hauts-de-France" "59" 2 11 139 "59139" "Caudry" 14070 150 14220 108 134 4 80 115 70 50.124391 3.410362
"252" 32 "Hauts-de-France" "59" 5 22 152 "59152" "Comines" 12671 80 12751 108 67 0 25 0 35 50.7653265 3.0066319
"253" 32 "Hauts-de-France" "59" 6 14 179 "59179" "Douchy-les-Mines" 10207 45 10252 54 67 4 10 0 35 50.2988884 3.3909158
"254" 32 "Hauts-de-France" "59" 5 18 220 "59220" "Faches-Thumesnil" 18110 117 18227 216 201 4 135 69 35 50.6026031 3.0697877
"255" 32 "Hauts-de-France" "59" 1 19 249 "59249" "Fourmies" 11456 176 11632 54 134 4 80 92 105 50.0171741 4.0458492
"256" 32 "Hauts-de-France" "59" 4 20 273 "59273" "Gravelines" 11223 170 11393 162 201 4 30 0 0 50.9870697 2.1273118
"257" 32 "Hauts-de-France" "59" 5 18 286 "59286" "Haubourdin" 14757 107 14864 108 268 4 5 0 0 50.6093554 2.9864421
"258" 32 "Hauts-de-France" "59" 1 7 291 "59291" "Hautmont" 14182 74 14256 108 67 4 30 46 35 50.2513704 3.9200611
"259" 32 "Hauts-de-France" "59" 5 13 299 "59299" "Hem" 18713 156 18869 378 134 0 30 23 35 50.6540895 3.1839429
"260" 32 "Hauts-de-France" "59" 1 30 324 "59324" "Jeumont" 10342 91 10433 54 134 4 20 0 70 50.2971012 4.0996569
"261" 32 "Hauts-de-France" "59" 5 13 367 "59367" "Lys-lez-Lannoy" 13793 136 13929 54 67 4 35 23 35 50.6713 3.21621
"262" 32 "Hauts-de-France" "59" 6 29 383 "59383" "Marly" 12024 122 12146 216 134 8 15 0 35 49.0600241 6.1545719
"263" 32 "Hauts-de-France" "59" 5 23 386 "59386" "Marquette-lez-Lille" 11213 64 11277 162 201 4 10 92 0 50.6760968 3.0647175
"264" 32 "Hauts-de-France" "59" 5 24 421 "59421" "Mouvaux" 13173 189 13362 216 201 12 60 0 0 50.7029 3.13689
"265" 32 "Hauts-de-France" "59" 5 37 426 "59426" "Neuville-en-Ferrain" 10160 68 10228 162 67 0 95 92 35 50.750265 3.1525826
"266" 32 "Hauts-de-France" "59" 6 34 491 "59491" "Raismes" 12055 53 12108 108 67 16 15 46 35 50.3916313 3.4823888
"267" 32 "Hauts-de-France" "59" 5 26 507 "59507" "Ronchin" 19437 136 19573 216 67 8 15 46 0 50.6056749 3.0778827
"268" 32 "Hauts-de-France" "59" 5 37 508 "59508" "Roncq" 13784 113 13897 216 67 12 105 46 35 50.7531232 3.1209016
"269" 32 "Hauts-de-France" "59" 6 34 526 "59526" "Saint-Amand-les-Eaux" 15980 180 16160 270 335 8 115 69 70 50.4491519 3.4281142
"270" 32 "Hauts-de-France" "59" 5 23 527 "59527" "Saint-André-lez-Lille" 12942 111 13053 162 67 4 5 46 35 50.6608 3.04468
"271" 32 "Hauts-de-France" "59" 6 39 544 "59544" "Saint-Saulve" 11117 151 11268 162 268 8 15 0 35 50.3710165 3.5547336
"272" 32 "Hauts-de-France" "59" 5 18 560 "59560" "Seclin" 12834 94 12928 162 134 8 60 253 105 50.5452102 3.0252819
"273" 32 "Hauts-de-France" "59" 3 35 569 "59569" "Sin-le-Noble" 15603 102 15705 54 67 4 55 23 0 50.3644331 3.1117295
"274" 32 "Hauts-de-France" "59" 3 35 574 "59574" "Somain" 11790 91 11881 108 134 8 40 0 105 50.3589237 3.2810972
"275" 32 "Hauts-de-France" "59" 6 29 616 "59616" "Vieux-Condé" 10446 58 10504 108 134 16 10 46 35 50.4724228 3.5675784
"276" 32 "Hauts-de-France" "59" 5 23 636 "59636" "Wambrechies" 10798 114 10912 54 201 4 35 92 0 50.6861944 3.0521806
"277" 32 "Hauts-de-France" "59" 5 18 648 "59648" "Wattignies" 15531 204 15735 162 134 4 35 46 35 50.5878779 3.0511655
"278" 32 "Hauts-de-France" "60" 4 3 141 "60141" "Chantilly" 10652 237 10889 216 268 8 120 23 105 49.1931736 2.4636686
"279" 32 "Hauts-de-France" "60" 2 5 157 "60157" "Clermont" 10475 217 10692 54 134 12 15 0 70 49.3780921 2.4141907
"280" 32 "Hauts-de-France" "60" 4 9 176 "60176" "Crépy-en-Valois" 14217 277 14494 162 335 8 60 69 70 49.2358509 2.8900507
"281" 32 "Hauts-de-France" "60" 1 12 395 "60395" "Méru" 14320 190 14510 108 201 0 25 0 35 49.2361978 2.1355087
"282" 32 "Hauts-de-France" "60" 4 13 414 "60414" "Montataire" 13701 144 13845 162 67 8 10 0 0 49.2561311 2.4342569
"283" 32 "Hauts-de-France" "60" 3 17 471 "60471" "Noyon" 12987 228 13215 108 201 4 55 69 175 49.5805561 3.0000288
"284" 32 "Hauts-de-France" "60" 4 18 509 "60509" "Pont-Sainte-Maxence" 12291 130 12421 270 134 4 40 23 70 49.3012483 2.6045838
"285" 32 "Hauts-de-France" "60" 4 20 612 "60612" "Senlis" 15255 550 15805 324 201 16 105 23 140 50.5331612 2.1523287
"286" 28 "Normandie" "61" 2 98 6 "61006" "Argentan" 13291 368 13659 216 268 12 115 23 280 48.74289 -0.0223386
"287" 28 "Normandie" "61" 2 99 169 "61169" "Flers" 14482 339 14821 216 268 4 180 115 245 50.32053 2.25255
"288" 32 "Hauts-de-France" "62" 2 5 48 "62048" "Auchel" 10062 43 10105 54 134 8 35 0 0 50.5037492 2.4682059
"289" 32 "Hauts-de-France" "62" 7 8 65 "62065" "Avion" 17672 135 17807 54 134 32 20 0 35 50.4126128 2.8343891
"290" 32 "Hauts-de-France" "62" 4 10 108 "62108" "Berck" 13298 337 13635 270 201 8 205 69 140 50.4052576 1.5711617
"291" 32 "Hauts-de-France" "62" 7 17 186 "62186" "Bully-les-Mines" 12221 75 12296 54 201 8 25 0 0 50.4464 2.71989
"292" 32 "Hauts-de-France" "62" 7 21 215 "62215" "Carvin" 17852 96 17948 54 67 12 50 23 35 50.4934145 2.9577519
"293" 32 "Hauts-de-France" "62" 7 21 250 "62250" "Courrières" 10199 100 10299 54 134 0 35 46 35 50.4558357 2.9447643
"294" 32 "Hauts-de-France" "62" 4 24 318 "62318" "Étaples" 10930 127 11057 108 134 4 75 138 35 50.5139552 1.6386252
"295" 32 "Hauts-de-France" "62" 7 26 413 "62413" "Harnes" 12317 88 12405 0 134 12 10 0 35 50.44741 2.9068246
"296" 32 "Hauts-de-France" "62" 5 32 525 "62525" "Longuenesse" 10568 467 11035 108 67 12 115 46 35 50.7380302 2.244827
"297" 32 "Hauts-de-France" "62" 6 34 548 "62548" "Marck" 10494 133 10627 108 134 8 20 23 35 50.949 1.95199
"298" 32 "Hauts-de-France" "62" 7 8 570 "62570" "Méricourt" 11431 49 11480 54 134 20 0 0 35 50.4015803 2.8664217
"299" 32 "Hauts-de-France" "62" 2 35 617 "62617" "Nœux-les-Mines" 11520 48 11568 54 201 32 65 0 0 50.4808898 2.6620888
"300" 32 "Hauts-de-France" "62" 7 27 637 "62637" "Oignies" 10210 45 10255 54 134 8 35 0 70 50.4643 2.99387
"301" 32 "Hauts-de-France" "62" 3 36 643 "62643" "Outreau" 13270 145 13415 54 134 4 35 23 35 50.7036916 1.5845684
"302" 32 "Hauts-de-France" "62" 3 14 758 "62758" "Saint-Martin-Boulogne" 10999 154 11153 108 134 4 95 69 70 50.7258932 1.633867
"303" 32 "Hauts-de-France" "62" 5 37 765 "62765" "Saint-Omer" 14661 602 15263 54 469 4 210 23 175 50.7515771 2.2534183
"304" 84 "Auvergne-Rhône-Alpes" "63" 2 3 14 "63014" "Aubière" 10211 156 10367 162 67 8 150 207 105 45.7512575 3.1144195
"305" 84 "Auvergne-Rhône-Alpes" "63" 2 4 32 "63032" "Beaumont" 10650 197 10847 162 134 4 5 23 70 30.0829344 -94.0984277
"306" 84 "Auvergne-Rhône-Alpes" "63" 2 8 75 "63075" "Chamalières" 17454 523 17977 486 201 8 30 0 105 45.776018 3.0681174
"307" 84 "Auvergne-Rhône-Alpes" "63" 2 17 164 "63164" "Gerzat" 10258 97 10355 54 67 8 5 23 70 45.8250404 3.1435185
"308" 84 "Auvergne-Rhône-Alpes" "63" 3 18 178 "63178" "Issoire" 15014 375 15389 108 201 12 140 92 175 45.5432962 3.2501874
"309" 84 "Auvergne-Rhône-Alpes" "63" 2 24 284 "63284" "Pont-du-Château" 12459 327 12786 54 134 4 20 0 0 45.7971315 3.2492577
"310" 84 "Auvergne-Rhône-Alpes" "63" 4 25 300 "63300" "Riom" 18736 759 19495 108 134 4 110 92 210 45.893012 3.1140583
"311" 84 "Auvergne-Rhône-Alpes" "63" 5 30 430 "63430" "Thiers" 11633 364 11997 54 67 4 90 92 105 45.855795 3.5489707
"312" 75 "Nouvelle-Aquitaine" "64" 3 8 129 "64129" "Billère" 13866 214 14080 162 268 12 15 92 0 43.3030044 -0.3905556
"313" 75 "Nouvelle-Aquitaine" "64" 1 10 260 "64260" "Hendaye" 17796 458 18254 162 67 12 50 207 280 43.3641518 -1.7616499
"314" 75 "Nouvelle-Aquitaine" "64" 3 11 348 "64348" "Lons" 13915 273 14188 108 67 28 25 253 70 46.6727037 5.5589973
"315" 75 "Nouvelle-Aquitaine" "64" 2 98 422 "64422" "Oloron-Sainte-Marie" 10616 657 11273 162 335 16 115 46 210 43.1922408 -0.6115586
"316" 75 "Nouvelle-Aquitaine" "64" 3 16 430 "64430" "Orthez" 10684 638 11322 54 134 24 95 138 105 43.4874963 -0.7738363
"317" 75 "Nouvelle-Aquitaine" "64" 1 24 483 "64483" "Saint-Jean-de-Luz" 14601 406 15007 108 134 8 465 46 350 43.387219 -1.6636947
"318" 75 "Nouvelle-Aquitaine" "64" 1 10 545 "64545" "Urrugne" 10543 161 10704 162 67 0 30 46 105 43.3624715 -1.7003017
"319" 76 "Occitanie" "65" 1 98 286 "65286" "Lourdes" 13509 295 13804 162 335 8 130 69 315 43.0940904 -0.0464975
"320" 76 "Occitanie" "66" 1 5 8 "66008" "Argelès-sur-Mer" 10792 296 11088 54 67 8 230 207 245 42.5476734 3.0253613
"321" 76 "Occitanie" "66" 2 8 28 "66028" "Cabestany" 10338 216 10554 108 67 8 45 138 70 42.6799514 2.9403263
"322" 76 "Occitanie" "66" 2 3 37 "66037" "Canet-en-Roussillon" 12598 264 12862 108 67 16 130 184 245 42.704359 3.0105105
"323" 76 "Occitanie" "66" 2 4 141 "66141" "Pia" 10733 97 10830 54 67 4 5 46 0 42.7452716 2.9191579
"324" 76 "Occitanie" "66" 1 3 171 "66171" "Saint-Cyprien" 11398 145 11543 54 201 20 105 138 105 44.8693315 1.0461817
"325" 76 "Occitanie" "66" 2 14 172 "66172" "Saint-Estève" 11550 157 11707 54 67 8 15 23 35 42.7100287 2.8456715
"326" 76 "Occitanie" "66" 2 4 180 "66180" "Saint-Laurent-de-la-Salanque" 10010 125 10135 54 67 8 10 23 35 42.7732114 2.9891635
"327" 44 "Grand Est" "67" 8 15 43 "67043" "Bischheim" 17939 223 18162 324 134 0 25 0 35 48.6148396 7.7523716
"328" 44 "Grand Est" "67" 2 1 46 "67046" "Bischwiller" 12435 135 12570 108 335 4 10 0 105 48.7682281 7.8597466
"329" 44 "Grand Est" "67" 2 3 67 "67067" "Brumath" 10238 104 10342 54 67 0 10 23 35 48.7309406 7.708107
"330" 44 "Grand Est" "67" 5 4 130 "67130" "Erstein" 10887 114 11001 54 201 8 40 46 70 48.4227385 7.6632641
"331" 44 "Grand Est" "67" 8 6 204 "67204" "Hœnheim" 11469 83 11552 162 67 0 0 46 0 48.6212867 7.7554925
"332" 44 "Grand Est" "67" 5 12 348 "67348" "Obernai" 12216 467 12683 108 134 4 210 46 105 48.4623358 7.4817123
"333" 44 "Grand Est" "67" 8 7 365 "67365" "Ostwald" 13310 146 13456 162 67 8 5 69 35 48.5425109 7.7102193
"334" 44 "Grand Est" "67" 4 14 437 "67437" "Saverne" 11390 272 11662 162 134 4 130 23 175 48.7419909 7.3625953
"335" 44 "Grand Est" "67" 5 16 462 "67462" "Sélestat" 19300 251 19551 108 201 4 175 138 280 48.2594396 7.454217
"336" 44 "Grand Est" "68" 6 3 63 "68063" "Cernay" 11745 207 11952 54 67 16 90 161 35 49.0211111 0.325
"337" 44 "Grand Est" "68" 6 7 112 "68112" "Guebwiller" 11137 290 11427 54 67 0 75 46 35 47.9094629 7.2113271
"338" 44 "Grand Est" "68" 4 12 154 "68154" "Illzach" 14829 221 15050 108 134 4 85 46 70 47.7815801 7.3471832
"339" 44 "Grand Est" "68" 4 8 166 "68166" "Kingersheim" 13178 179 13357 54 134 4 65 184 35 47.7923002 7.3386856
"340" 44 "Grand Est" "68" 4 8 256 "68256" "Pfastatt" 10237 133 10370 54 134 4 5 0 35 47.7697441 7.3025075
"341" 44 "Grand Est" "68" 4 13 271 "68271" "Riedisheim" 12163 283 12446 54 201 8 10 0 35 47.7492477 7.3682858
"342" 44 "Grand Est" "68" 4 13 278 "68278" "Rixheim" 13795 222 14017 162 134 8 15 92 35 47.7441969 7.3968786
"343" 44 "Grand Est" "68" 4 17 375 "68375" "Wittelsheim" 10334 131 10465 54 0 20 15 23 35 47.8091086 7.2402432
"344" 44 "Grand Est" "68" 4 17 376 "68376" "Wittenheim" 15262 134 15396 108 67 4 150 115 105 47.8080799 7.3373681
"345" 84 "Auvergne-Rhône-Alpes" "69" 2 3 19 "69019" "Belleville-en-Beaujolais" 13542 277 13819 108 67 8 65 92 210 46.1089382 4.7486553
"346" 84 "Auvergne-Rhône-Alpes" "69" 1 5 27 "69027" "Brignais" 12388 194 12582 162 134 12 10 69 105 45.6739755 4.7540703
"347" 84 "Auvergne-Rhône-Alpes" "69" 1 0 69 "69069" "Craponne" 11903 205 12108 162 67 8 80 92 140 45.743476 4.7231057
"348" 84 "Auvergne-Rhône-Alpes" "69" 1 0 81 "69081" "Écully" 18361 326 18687 378 201 12 150 69 70 45.7754498 4.7785644
"349" 84 "Auvergne-Rhône-Alpes" "69" 1 0 89 "69089" "Francheville" 15204 210 15414 216 268 4 25 46 0 47.454505 4.8813399
"350" 84 "Auvergne-Rhône-Alpes" "69" 1 0 152 "69152" "Pierre-Bénite" 10515 49 10564 378 67 0 0 23 140 45.7028321 4.8241323
"351" 84 "Auvergne-Rhône-Alpes" "69" 1 0 199 "69199" "Saint-Fons" 19360 55 19415 270 201 8 70 23 70 45.708491 4.8532593
"352" 84 "Auvergne-Rhône-Alpes" "69" 2 10 243 "69243" "Tarare" 10428 249 10677 162 335 20 75 46 140 45.8942555 4.4371374
"353" 84 "Auvergne-Rhône-Alpes" "69" 1 0 271 "69271" "Chassieu" 11092 152 11244 54 67 8 15 23 35 45.7422756 4.9681796
"354" 84 "Auvergne-Rhône-Alpes" "69" 1 0 273 "69273" "Corbas" 10932 79 11011 108 67 4 10 0 70 45.6662663 4.9015205
"355" 84 "Auvergne-Rhône-Alpes" "69" 1 6 277 "69277" "Genas" 13483 261 13744 216 134 12 10 46 175 45.7330585 4.9965605
"356" 84 "Auvergne-Rhône-Alpes" "69" 1 0 283 "69283" "Mions" 13707 150 13857 108 67 0 10 46 70 45.6638963 4.9570975
"357" 27 "Bourgogne-Franche-Comté" "70" 1 97 285 "70285" "Héricourt" 10478 297 10775 54 67 8 20 23 105 50.34478 2.2536
"358" 27 "Bourgogne-Franche-Comté" "70" 2 99 550 "70550" "Vesoul" 15130 762 15892 216 201 8 215 115 315 47.6197395 6.1544694
"359" 27 "Bourgogne-Franche-Comté" "71" 1 96 14 "71014" "Autun" 13145 991 14136 54 469 16 120 115 175 46.9510313 4.2989478
"360" 27 "Bourgogne-Franche-Comté" "71" 1 23 306 "71306" "Montceau-les-Mines" 16831 262 17093 108 469 8 145 115 245 46.6740455 4.3631681
"361" 52 "Pays de la Loire" "72" 3 16 3 "72003" "Allonnes" 11013 113 11126 54 134 8 35 0 105 47.969283 0.1578819
"362" 52 "Pays de la Loire" "72" 1 6 154 "72154" "La Flèche" 14937 1070 16007 108 335 72 85 46 105 47.6968408 -0.0746149
"363" 52 "Pays de la Loire" "72" 1 17 264 "72264" "Sablé-sur-Sarthe" 12096 468 12564 108 268 28 50 23 70 47.8400712 -0.3352048
"364" 84 "Auvergne-Rhône-Alpes" "73" 1 98 11 "73011" "Albertville" 19812 573 20385 216 268 4 230 138 280 45.6754622 6.3925417
"365" 84 "Auvergne-Rhône-Alpes" "73" 2 12 179 "73179" "La Motte-Servolex" 12299 642 12941 108 134 4 10 69 0 45.5984113 5.8767935
"366" 84 "Auvergne-Rhône-Alpes" "74" 2 5 42 "74042" "Bonneville" 12895 431 13326 108 67 4 35 69 70 50.082567 2.2486687
"367" 84 "Auvergne-Rhône-Alpes" "74" 2 6 81 "74081" "Cluses" 17164 361 17525 162 134 4 75 115 140 46.0603171 6.5804218
"368" 84 "Auvergne-Rhône-Alpes" "74" 3 9 133 "74133" "Gaillard" 10175 110 10285 108 67 4 15 46 0 46.1838437 6.211169
"369" 84 "Auvergne-Rhône-Alpes" "74" 2 10 208 "74208" "Passy" 11068 420 11488 216 134 4 5 161 35 46.5412837 4.5343419
"370" 84 "Auvergne-Rhône-Alpes" "74" 2 11 224 "74224" "La Roche-sur-Foron" 11263 376 11639 108 134 0 60 92 175 46.0672189 6.3121658
"371" 84 "Auvergne-Rhône-Alpes" "74" 1 12 225 "74225" "Rumilly" 15998 462 16460 162 201 4 70 46 35 50.57651 2.01477
"372" 84 "Auvergne-Rhône-Alpes" "74" 3 13 243 "74243" "Saint-Julien-en-Genevois" 15840 211 16051 162 67 4 30 23 140 46.1444789 6.0812467
